,carrier_name,date,number_seats,weighted_seats,origin_City,origin_State,origin_airport,dest_City,dest_State,dest_airport
0,Skywest Airlines,3/24/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
1,Skywest Airlines,3/25/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
2,Skywest Airlines,3/26/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
3,Skywest Airlines,3/27/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
4,Skywest Airlines,3/28/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
5,Skywest Airlines,3/29/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
6,Skywest Airlines,3/30/20,50,42.254,Chicago,IL,ORD,Allentown,PA,ABE
7,Frontier Airlines,3/28/20,76,66.85795999999999,Denver,CO,DEN,Albuquerque,NM,ABQ
8,Frontier Airlines,4/1/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
9,Frontier Airlines,4/2/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
10,Frontier Airlines,4/3/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
11,Frontier Airlines,4/4/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
12,Frontier Airlines,4/5/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
13,Frontier Airlines,4/6/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
14,Frontier Airlines,4/7/20,50,43.21,Denver,CO,DEN,Albuquerque,NM,ABQ
15,American Airlines,3/23/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
16,American Airlines,3/23/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
17,American Airlines,3/24/20,76,66.64211999999999,Dallas,TX,DFW,Albuquerque,NM,ABQ
18,American Airlines,3/24/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
19,American Airlines,3/25/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
20,American Airlines,3/25/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
21,American Airlines,3/26/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
22,American Airlines,3/26/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
23,American Airlines,3/27/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
24,American Airlines,3/27/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
25,American Airlines,3/28/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
26,American Airlines,3/28/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
27,American Airlines,3/29/20,79,69.27273000000001,Dallas,TX,DFW,Albuquerque,NM,ABQ
28,American Airlines,3/29/20,160,140.2992,Dallas,TX,DFW,Albuquerque,NM,ABQ
29,Southwest Airlines Co.,3/22/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
30,Southwest Airlines Co.,3/23/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
31,Southwest Airlines Co.,3/24/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
32,Southwest Airlines Co.,3/24/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
33,Southwest Airlines Co.,3/25/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
34,Southwest Airlines Co.,3/25/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
35,Southwest Airlines Co.,3/26/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
36,Southwest Airlines Co.,3/26/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
37,Southwest Airlines Co.,3/27/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
38,Southwest Airlines Co.,3/27/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
39,Southwest Airlines Co.,3/28/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
40,Southwest Airlines Co.,3/28/20,76,69.42144,Chicago,IL,ORD,Albuquerque,NM,ABQ
41,Southwest Airlines Co.,3/29/20,128,116.92031999999999,Chicago,IL,ORD,Albuquerque,NM,ABQ
42,Southwest Airlines Co.,3/30/20,128,116.92031999999999,Chicago,IL,ORD,Albuquerque,NM,ABQ
43,Cape Air,3/20/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
44,Cape Air,3/20/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
45,Cape Air,3/21/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
46,Cape Air,3/22/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
47,Cape Air,3/24/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
48,Cape Air,3/26/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
49,Cape Air,3/26/20,9,4.83174,Boston,MA,BOS,Nantucket,MA,ACK
50,American Airlines,3/27/20,44,32.67088,Dallas,TX,DFW,Waco,TX,ACT
51,Southwest Airlines Co.,3/23/20,19,9.65162,Denver,CO,DEN,Alliance,NE,AIA
52,Southwest Airlines Co.,3/24/20,19,9.65162,Denver,CO,DEN,Alliance,NE,AIA
53,Southwest Airlines Co.,3/25/20,19,9.65162,Denver,CO,DEN,Alliance,NE,AIA
54,Southwest Airlines Co.,3/26/20,19,9.65162,Denver,CO,DEN,Alliance,NE,AIA
55,Southwest Airlines Co.,3/27/20,19,9.65162,Denver,CO,DEN,Alliance,NE,AIA
56,American Eagle Airlines (Envoy Air),3/26/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
57,Skywest Airlines,3/26/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
58,American Eagle Airlines (Envoy Air),3/26/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
59,American Eagle Airlines (Envoy Air),3/27/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
60,Skywest Airlines,3/27/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
61,American Eagle Airlines (Envoy Air),3/27/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
62,American Eagle Airlines (Envoy Air),3/28/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
63,American Eagle Airlines (Envoy Air),3/28/20,76,63.29204,Newark,NJ,EWR,Albany,NY,ALB
64,American Eagle Airlines (Envoy Air),3/29/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
65,Skywest Airlines,3/29/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
66,American Eagle Airlines (Envoy Air),3/29/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
67,American Eagle Airlines (Envoy Air),3/30/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
68,Skywest Airlines,3/30/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
69,American Eagle Airlines (Envoy Air),3/30/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
70,American Eagle Airlines (Envoy Air),3/31/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
71,Skywest Airlines,3/31/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
72,American Eagle Airlines (Envoy Air),3/31/20,50,41.6395,Newark,NJ,EWR,Albany,NY,ALB
73,American Eagle Airlines (Envoy Air),4/1/20,50,42.203,Newark,NJ,EWR,Albany,NY,ALB
74,American Eagle Airlines (Envoy Air),4/1/20,50,42.203,Newark,NJ,EWR,Albany,NY,ALB
75,Mesa Airlines,4/1/20,50,42.203,Newark,NJ,EWR,Albany,NY,ALB
76,Southwest Airlines Co.,3/22/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
77,Southwest Airlines Co.,3/23/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
78,Southwest Airlines Co.,3/24/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
79,Southwest Airlines Co.,3/24/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
80,Southwest Airlines Co.,3/25/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
81,Southwest Airlines Co.,3/25/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
82,Southwest Airlines Co.,3/26/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
83,Southwest Airlines Co.,3/26/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
84,Southwest Airlines Co.,3/27/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
85,Southwest Airlines Co.,3/27/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
86,Southwest Airlines Co.,3/28/20,76,61.39584,Chicago,IL,ORD,Albany,NY,ALB
87,Southwest Airlines Co.,3/28/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
88,Southwest Airlines Co.,3/29/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
89,Southwest Airlines Co.,3/30/20,70,56.5488,Chicago,IL,ORD,Albany,NY,ALB
90,ExpressJet Airlines (ASA),3/22/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
91,ExpressJet Airlines (ASA),3/23/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
92,ExpressJet Airlines (ASA),3/24/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
93,ExpressJet Airlines (ASA),3/25/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
94,ExpressJet Airlines (ASA),3/26/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
95,ExpressJet Airlines (ASA),3/27/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
96,ExpressJet Airlines (ASA),3/28/20,50,34.6,Chicago,IL,ORD,Waterloo,IA,ALO
97,Southwest Airlines Co.,3/22/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
98,Southwest Airlines Co.,3/22/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
99,Southwest Airlines Co.,3/23/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
100,Southwest Airlines Co.,3/23/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
101,Southwest Airlines Co.,3/24/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
102,Southwest Airlines Co.,3/24/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
103,Southwest Airlines Co.,3/25/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
104,Southwest Airlines Co.,3/25/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
105,Southwest Airlines Co.,3/26/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
106,Southwest Airlines Co.,3/26/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
107,Southwest Airlines Co.,3/27/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
108,Southwest Airlines Co.,3/27/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
109,Southwest Airlines Co.,3/28/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
110,Southwest Airlines Co.,3/28/20,9,6.1875,Denver,CO,DEN,Alamosa,CO,ALS
111,Boutique Air,3/27/20,50,33.1275,Denver,CO,DEN,Amarillo,TX,AMA
112,GoJet Airlines,3/24/20,70,51.8889,Chicago,IL,ORD,Aspen,CO,ASE
113,GoJet Airlines,3/25/20,70,51.8889,Chicago,IL,ORD,Aspen,CO,ASE
114,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
115,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
116,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
117,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
118,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
119,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
120,Delta Air Lines,3/20/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
121,JetBlue Airways,3/20/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
122,Delta Air Lines,3/21/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
123,Delta Air Lines,3/21/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
124,Delta Air Lines,3/21/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
125,Delta Air Lines,3/21/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
126,Delta Air Lines,3/21/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
127,JetBlue Airways,3/21/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
128,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
129,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
130,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
131,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
132,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
133,Delta Air Lines,3/22/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
134,JetBlue Airways,3/22/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
135,JetBlue Airways,3/22/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
136,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
137,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
138,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
139,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
140,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
141,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
142,Delta Air Lines,3/23/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
143,JetBlue Airways,3/23/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
144,JetBlue Airways,3/23/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
145,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
146,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
147,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
148,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
149,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
150,Delta Air Lines,3/24/20,157,134.51917,Boston,MA,BOS,Atlanta,GA,ATL
151,Delta Air Lines,3/24/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
152,JetBlue Airways,3/24/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
153,JetBlue Airways,3/24/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
154,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
155,Delta Air Lines,3/25/20,157,134.51917,Boston,MA,BOS,Atlanta,GA,ATL
156,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
157,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
158,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
159,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
160,Delta Air Lines,3/25/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
161,JetBlue Airways,3/25/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
162,JetBlue Airways,3/25/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
163,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
164,Delta Air Lines,3/26/20,157,134.51917,Boston,MA,BOS,Atlanta,GA,ATL
165,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
166,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
167,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
168,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
169,Delta Air Lines,3/26/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
170,JetBlue Airways,3/26/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
171,JetBlue Airways,3/26/20,100,85.681,Boston,MA,BOS,Atlanta,GA,ATL
172,JetBlue Airways,3/27/20,157,134.51917,Boston,MA,BOS,Atlanta,GA,ATL
173,Delta Air Lines,3/27/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
174,JetBlue Airways,3/27/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
175,JetBlue Airways,3/27/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
176,JetBlue Airways,3/27/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
177,JetBlue Airways,3/27/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
178,JetBlue Airways,3/28/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
179,JetBlue Airways,3/28/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
180,JetBlue Airways,3/28/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
181,JetBlue Airways,3/29/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
182,JetBlue Airways,3/29/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
183,JetBlue Airways,3/30/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
184,JetBlue Airways,3/30/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
185,JetBlue Airways,3/31/20,199,170.50519,Boston,MA,BOS,Atlanta,GA,ATL
186,JetBlue Airways,3/31/20,189,161.93708999999998,Boston,MA,BOS,Atlanta,GA,ATL
187,JetBlue Airways,4/1/20,199,173.28721000000002,Boston,MA,BOS,Atlanta,GA,ATL
188,JetBlue Airways,4/1/20,189,164.57931000000002,Boston,MA,BOS,Atlanta,GA,ATL
189,Delta Air Lines,4/2/20,189,164.57931000000002,Boston,MA,BOS,Atlanta,GA,ATL
190,JetBlue Airways,4/2/20,189,164.57931000000002,Boston,MA,BOS,Atlanta,GA,ATL
191,Delta Air Lines,3/21/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
192,Delta Air Lines,3/22/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
193,Delta Air Lines,3/23/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
194,Delta Air Lines,3/24/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
195,Delta Air Lines,3/25/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
196,Delta Air Lines,3/26/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
197,Delta Air Lines,3/27/20,143,115.96298999999999,Washington,DC,DCA,Atlanta,GA,ATL
198,Delta Air Lines,3/22/20,128,116.50688000000001,Denver,CO,DEN,Atlanta,GA,ATL
199,Delta Air Lines,3/22/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
200,Delta Air Lines,3/22/20,143,130.16003,Denver,CO,DEN,Atlanta,GA,ATL
201,Delta Air Lines,3/22/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
202,Delta Air Lines,3/22/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
203,Delta Air Lines,3/22/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
204,Delta Air Lines,3/22/20,70,63.7147,Denver,CO,DEN,Atlanta,GA,ATL
205,Delta Air Lines,3/22/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
206,Delta Air Lines,3/23/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
207,Delta Air Lines,3/23/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
208,Delta Air Lines,3/23/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
209,Delta Air Lines,3/23/20,175,159.28675,Denver,CO,DEN,Atlanta,GA,ATL
210,Delta Air Lines,3/23/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
211,Delta Air Lines,3/23/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
212,Delta Air Lines,3/23/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
213,Delta Air Lines,3/23/20,128,116.50688000000001,Denver,CO,DEN,Atlanta,GA,ATL
214,Delta Air Lines,3/24/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
215,Delta Air Lines,3/24/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
216,Delta Air Lines,3/24/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
217,Delta Air Lines,3/24/20,175,159.28675,Denver,CO,DEN,Atlanta,GA,ATL
218,Delta Air Lines,3/24/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
219,Delta Air Lines,3/24/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
220,Delta Air Lines,3/24/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
221,Delta Air Lines,3/24/20,150,136.5315,Denver,CO,DEN,Atlanta,GA,ATL
222,Delta Air Lines,3/25/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
223,Delta Air Lines,3/25/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
224,Delta Air Lines,3/25/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
225,Delta Air Lines,3/25/20,175,159.28675,Denver,CO,DEN,Atlanta,GA,ATL
226,Delta Air Lines,3/25/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
227,Delta Air Lines,3/25/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
228,Delta Air Lines,3/25/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
229,Delta Air Lines,3/25/20,150,136.5315,Denver,CO,DEN,Atlanta,GA,ATL
230,Delta Air Lines,3/26/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
231,Delta Air Lines,3/26/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
232,Delta Air Lines,3/26/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
233,Delta Air Lines,3/26/20,175,159.28675,Denver,CO,DEN,Atlanta,GA,ATL
234,Delta Air Lines,3/26/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
235,Delta Air Lines,3/26/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
236,Delta Air Lines,3/26/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
237,Delta Air Lines,3/26/20,128,116.50688000000001,Denver,CO,DEN,Atlanta,GA,ATL
238,Delta Air Lines,3/27/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
239,Delta Air Lines,3/27/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
240,Delta Air Lines,3/27/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
241,Delta Air Lines,3/27/20,175,159.28675,Denver,CO,DEN,Atlanta,GA,ATL
242,Delta Air Lines,3/27/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
243,Delta Air Lines,3/27/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
244,Delta Air Lines,3/27/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
245,Delta Air Lines,3/27/20,150,136.5315,Denver,CO,DEN,Atlanta,GA,ATL
246,Delta Air Lines,3/28/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
247,Delta Air Lines,3/28/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
248,Delta Air Lines,3/28/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
249,Delta Air Lines,3/28/20,180,163.8378,Denver,CO,DEN,Atlanta,GA,ATL
250,Delta Air Lines,3/28/20,143,130.16003,Denver,CO,DEN,Atlanta,GA,ATL
251,Delta Air Lines,3/28/20,76,69.17596,Denver,CO,DEN,Atlanta,GA,ATL
252,Delta Air Lines,4/1/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
253,Delta Air Lines,4/1/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
254,Delta Air Lines,4/1/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
255,Delta Air Lines,4/1/20,175,158.1965,Denver,CO,DEN,Atlanta,GA,ATL
256,Delta Air Lines,4/1/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
257,Delta Air Lines,4/1/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
258,Delta Air Lines,4/2/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
259,Delta Air Lines,4/2/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
260,Delta Air Lines,4/2/20,175,158.1965,Denver,CO,DEN,Atlanta,GA,ATL
261,Delta Air Lines,4/2/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
262,Delta Air Lines,4/2/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
263,Delta Air Lines,4/3/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
264,Delta Air Lines,4/3/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
265,Delta Air Lines,4/3/20,175,158.1965,Denver,CO,DEN,Atlanta,GA,ATL
266,Delta Air Lines,4/3/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
267,Delta Air Lines,4/3/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
268,Delta Air Lines,4/4/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
269,Delta Air Lines,4/4/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
270,Delta Air Lines,4/4/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
271,Delta Air Lines,4/4/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
272,Delta Air Lines,4/4/20,143,129.26914,Denver,CO,DEN,Atlanta,GA,ATL
273,Delta Air Lines,4/5/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
274,Delta Air Lines,4/5/20,143,129.26914,Denver,CO,DEN,Atlanta,GA,ATL
275,Delta Air Lines,4/5/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
276,Delta Air Lines,4/5/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
277,Delta Air Lines,4/6/20,128,115.70943999999999,Denver,CO,DEN,Atlanta,GA,ATL
278,Delta Air Lines,4/6/20,180,162.7164,Denver,CO,DEN,Atlanta,GA,ATL
279,Delta Air Lines,4/6/20,175,158.1965,Denver,CO,DEN,Atlanta,GA,ATL
