origin_airport,dest_airport,carrier_name,date,number_seats,weighted_seats
JFK,IND,Delta Air Lines,3/26/20,76,53.07688
JFK,IND,Delta Air Lines,3/26/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,Endeavor Air,3/27/20,76,53.07688
JFK,IND,Endeavor Air,3/27/20,76,53.07688
JFK,IND,Endeavor Air,3/27/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,Delta Air Lines,3/27/20,76,53.07688
JFK,IND,JetBlue Airways,3/28/20,76,53.07688
JFK,IND,JetBlue Airways,3/28/20,76,53.07688
JFK,IND,Endeavor Air,3/28/20,76,53.07688
JFK,IND,Endeavor Air,3/28/20,76,53.07688
JFK,IND,Delta Air Lines,3/28/20,76,53.07688
JFK,IND,Delta Air Lines,3/28/20,76,53.07688
JFK,IND,Delta Air Lines,3/28/20,76,53.07688
JFK,IND,Delta Air Lines,3/29/20,76,53.07688
JFK,IND,Delta Air Lines,3/29/20,76,53.07688
JFK,IND,Endeavor Air,3/29/20,76,53.07688
JFK,IND,Endeavor Air,3/29/20,76,53.07688
JFK,IND,Delta Air Lines,3/29/20,76,53.07688
JFK,IND,Delta Air Lines,3/29/20,76,53.07688
JFK,IND,Delta Air Lines,3/30/20,76,53.07688
JFK,IND,Endeavor Air,3/30/20,76,53.07688
JFK,IND,Endeavor Air,3/30/20,76,53.07688
JFK,IND,Delta Air Lines,3/30/20,76,53.07688
JFK,IND,Endeavor Air,3/31/20,76,53.07688
JFK,IND,Delta Air Lines,3/31/20,76,53.07688
JFK,JAX,JetBlue Airways,3/20/20,110,90.1087
JFK,JAX,Delta Air Lines,3/20/20,76,62.25692
JFK,JAX,JetBlue Airways,3/21/20,110,90.1087
JFK,JAX,JetBlue Airways,3/21/20,110,90.1087
JFK,JAX,Delta Air Lines,3/21/20,76,62.25692
JFK,JAX,Delta Air Lines,3/21/20,76,62.25692
JFK,JAX,JetBlue Airways,3/22/20,110,90.1087
JFK,JAX,JetBlue Airways,3/22/20,110,90.1087
JFK,JAX,Delta Air Lines,3/22/20,76,62.25692
JFK,JAX,Delta Air Lines,3/22/20,76,62.25692
JFK,JAX,Endeavor Air,3/22/20,109,89.28953
JFK,JAX,JetBlue Airways,3/23/20,110,90.1087
JFK,JAX,JetBlue Airways,3/23/20,110,90.1087
JFK,JAX,JetBlue Airways,3/23/20,110,90.1087
JFK,JAX,Delta Air Lines,3/23/20,76,62.25692
JFK,JAX,Delta Air Lines,3/23/20,76,62.25692
JFK,JAX,Endeavor Air,3/23/20,109,89.28953
JFK,JAX,JetBlue Airways,3/24/20,110,90.1087
JFK,JAX,JetBlue Airways,3/24/20,110,90.1087
JFK,JAX,JetBlue Airways,3/24/20,110,90.1087
JFK,JAX,JetBlue Airways,3/24/20,110,90.1087
JFK,JAX,Delta Air Lines,3/24/20,76,62.25692
JFK,JAX,Delta Air Lines,3/24/20,76,62.25692
JFK,JAX,Delta Air Lines,3/24/20,76,62.25692
JFK,JAX,Endeavor Air,3/24/20,109,89.28953
JFK,JAX,JetBlue Airways,3/25/20,110,90.1087
JFK,JAX,JetBlue Airways,3/25/20,110,90.1087
JFK,JAX,JetBlue Airways,3/25/20,110,90.1087
JFK,JAX,JetBlue Airways,3/25/20,110,90.1087
JFK,JAX,Delta Air Lines,3/25/20,76,62.25692
JFK,JAX,Delta Air Lines,3/25/20,76,62.25692
JFK,JAX,Delta Air Lines,3/25/20,76,62.25692
JFK,JAX,Endeavor Air,3/25/20,109,89.28953
JFK,JAX,Endeavor Air,3/25/20,109,89.28953
JFK,JAX,JetBlue Airways,3/26/20,110,90.1087
JFK,JAX,JetBlue Airways,3/26/20,110,90.1087
JFK,JAX,JetBlue Airways,3/26/20,110,90.1087
JFK,JAX,JetBlue Airways,3/26/20,110,90.1087
JFK,JAX,Delta Air Lines,3/26/20,76,62.25692
JFK,JAX,Delta Air Lines,3/26/20,76,62.25692
JFK,JAX,Delta Air Lines,3/26/20,76,62.25692
JFK,JAX,Endeavor Air,3/26/20,109,89.28953
JFK,JAX,Endeavor Air,3/26/20,109,89.28953
JFK,JAX,JetBlue Airways,3/27/20,110,90.1087
JFK,JAX,JetBlue Airways,3/27/20,110,90.1087
JFK,JAX,JetBlue Airways,3/27/20,110,90.1087
JFK,JAX,Delta Air Lines,3/27/20,76,62.25692
JFK,JAX,Delta Air Lines,3/27/20,76,62.25692
JFK,JAX,Endeavor Air,3/27/20,109,89.28953
JFK,JAX,Endeavor Air,3/27/20,109,89.28953
JFK,JAX,JetBlue Airways,3/28/20,110,90.1087
JFK,JAX,JetBlue Airways,3/28/20,110,90.1087
JFK,JAX,Delta Air Lines,3/28/20,76,62.25692
JFK,JAX,Endeavor Air,3/28/20,109,89.28953
JFK,JAX,Endeavor Air,3/28/20,109,89.28953
JFK,JAX,Delta Air Lines,3/29/20,76,62.25692
JFK,JAX,Endeavor Air,3/29/20,109,89.28953
JFK,JAX,Delta Air Lines,3/30/20,76,62.25692
JFK,JAX,Endeavor Air,3/30/20,109,89.28953
JFK,JAX,Endeavor Air,3/31/20,109,89.28953
JFK,LAS,Endeavor Air,3/20/20,180,157.221
JFK,LAS,Republic Airline,3/20/20,199,173.81655
JFK,LAS,JetBlue Airways,3/20/20,180,157.221
JFK,LAS,Endeavor Air,3/21/20,180,157.221
JFK,LAS,Endeavor Air,3/21/20,180,157.221
JFK,LAS,Republic Airline,3/21/20,199,173.81655
JFK,LAS,Republic Airline,3/21/20,199,173.81655
JFK,LAS,Endeavor Air,3/22/20,180,157.221
JFK,LAS,Endeavor Air,3/22/20,180,157.221
JFK,LAS,Endeavor Air,3/22/20,180,157.221
JFK,LAS,Republic Airline,3/22/20,199,173.81655
JFK,LAS,Republic Airline,3/22/20,199,173.81655
JFK,LAS,Endeavor Air,3/22/20,168,146.7396
JFK,LAS,Endeavor Air,3/23/20,180,157.221
JFK,LAS,Endeavor Air,3/23/20,180,157.221
JFK,LAS,Endeavor Air,3/23/20,180,157.221
JFK,LAS,Endeavor Air,3/23/20,180,157.221
JFK,LAS,Endeavor Air,3/23/20,180,157.221
JFK,LAS,Republic Airline,3/23/20,199,173.81655
JFK,LAS,Republic Airline,3/23/20,199,173.81655
JFK,LAS,Endeavor Air,3/23/20,168,146.7396
JFK,LAS,Endeavor Air,3/23/20,168,146.7396
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Endeavor Air,3/24/20,180,157.221
JFK,LAS,Republic Airline,3/24/20,199,173.81655
JFK,LAS,Republic Airline,3/24/20,199,173.81655
JFK,LAS,Republic Airline,3/24/20,199,173.81655
JFK,LAS,Endeavor Air,3/24/20,168,146.7396
JFK,LAS,Endeavor Air,3/24/20,168,146.7396
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Endeavor Air,3/25/20,180,157.221
JFK,LAS,Republic Airline,3/25/20,199,173.81655
JFK,LAS,Republic Airline,3/25/20,199,173.81655
JFK,LAS,Republic Airline,3/25/20,199,173.81655
JFK,LAS,Endeavor Air,3/25/20,168,146.7396
JFK,LAS,Endeavor Air,3/25/20,168,146.7396
JFK,LAS,Endeavor Air,3/25/20,168,146.7396
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Endeavor Air,3/26/20,180,157.221
JFK,LAS,Republic Airline,3/26/20,199,173.81655
JFK,LAS,Republic Airline,3/26/20,199,173.81655
JFK,LAS,Republic Airline,3/26/20,199,173.81655
JFK,LAS,Endeavor Air,3/26/20,168,146.7396
JFK,LAS,Endeavor Air,3/26/20,168,146.7396
JFK,LAS,Endeavor Air,3/26/20,168,146.7396
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,180,157.221
JFK,LAS,Republic Airline,3/27/20,199,173.81655
JFK,LAS,Republic Airline,3/27/20,199,173.81655
JFK,LAS,JetBlue Airways,3/27/20,180,157.221
JFK,LAS,JetBlue Airways,3/27/20,180,157.221
JFK,LAS,Endeavor Air,3/27/20,168,146.7396
JFK,LAS,Endeavor Air,3/27/20,168,146.7396
JFK,LAS,Endeavor Air,3/27/20,168,146.7396
JFK,LAS,Endeavor Air,3/28/20,180,157.221
JFK,LAS,Endeavor Air,3/28/20,180,157.221
JFK,LAS,Endeavor Air,3/28/20,180,157.221
JFK,LAS,Endeavor Air,3/28/20,180,157.221
JFK,LAS,Endeavor Air,3/28/20,180,157.221
JFK,LAS,Republic Airline,3/28/20,199,173.81655
JFK,LAS,Endeavor Air,3/28/20,168,146.7396
JFK,LAS,Endeavor Air,3/28/20,168,146.7396
JFK,LAS,Endeavor Air,3/28/20,168,146.7396
JFK,LAS,Endeavor Air,3/29/20,180,157.221
JFK,LAS,Endeavor Air,3/29/20,180,157.221
JFK,LAS,Endeavor Air,3/29/20,180,157.221
JFK,LAS,Endeavor Air,3/29/20,180,157.221
JFK,LAS,Endeavor Air,3/29/20,168,146.7396
JFK,LAS,Endeavor Air,3/29/20,168,146.7396
JFK,LAS,Endeavor Air,3/30/20,180,157.221
JFK,LAS,Endeavor Air,3/30/20,180,157.221
JFK,LAS,Endeavor Air,3/30/20,168,146.7396
JFK,LAS,Endeavor Air,3/31/20,180,157.221
JFK,LAS,Endeavor Air,3/31/20,168,146.7396
JFK,LAX,Delta Air Lines,3/20/20,226,188.06364
JFK,LAX,American Airlines,3/20/20,226,188.06364
JFK,LAX,American Airlines,3/20/20,226,188.06364
JFK,LAX,Alaska Airlines,3/20/20,226,188.06364
JFK,LAX,Alaska Airlines,3/20/20,226,188.06364
JFK,LAX,Delta Air Lines,3/21/20,226,188.06364
JFK,LAX,Delta Air Lines,3/21/20,226,188.06364
JFK,LAX,American Airlines,3/21/20,226,188.06364
JFK,LAX,American Airlines,3/21/20,226,188.06364
JFK,LAX,Alaska Airlines,3/21/20,226,188.06364
JFK,LAX,Alaska Airlines,3/21/20,226,188.06364
JFK,LAX,Delta Air Lines,3/22/20,226,188.06364
JFK,LAX,Delta Air Lines,3/22/20,226,188.06364
JFK,LAX,Delta Air Lines,3/22/20,226,188.06364
JFK,LAX,American Airlines,3/22/20,226,188.06364
JFK,LAX,American Airlines,3/22/20,226,188.06364
JFK,LAX,Alaska Airlines,3/22/20,226,188.06364
JFK,LAX,Alaska Airlines,3/22/20,226,188.06364
JFK,LAX,JetBlue Airways,3/22/20,226,188.06364
JFK,LAX,Delta Air Lines,3/23/20,226,188.06364
JFK,LAX,Delta Air Lines,3/23/20,226,188.06364
JFK,LAX,Delta Air Lines,3/23/20,226,188.06364
JFK,LAX,Delta Air Lines,3/23/20,226,188.06364
JFK,LAX,Delta Air Lines,3/23/20,226,188.06364
JFK,LAX,American Airlines,3/23/20,226,188.06364
JFK,LAX,American Airlines,3/23/20,226,188.06364
JFK,LAX,Alaska Airlines,3/23/20,226,188.06364
JFK,LAX,Alaska Airlines,3/23/20,226,188.06364
JFK,LAX,JetBlue Airways,3/23/20,226,188.06364
JFK,LAX,JetBlue Airways,3/23/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/24/20,226,188.06364
JFK,LAX,American Airlines,3/24/20,226,188.06364
JFK,LAX,American Airlines,3/24/20,226,188.06364
JFK,LAX,American Airlines,3/24/20,226,188.06364
JFK,LAX,Alaska Airlines,3/24/20,226,188.06364
JFK,LAX,Alaska Airlines,3/24/20,226,188.06364
JFK,LAX,Alaska Airlines,3/24/20,226,188.06364
JFK,LAX,JetBlue Airways,3/24/20,226,188.06364
JFK,LAX,JetBlue Airways,3/24/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/25/20,226,188.06364
JFK,LAX,American Airlines,3/25/20,226,188.06364
JFK,LAX,American Airlines,3/25/20,226,188.06364
JFK,LAX,American Airlines,3/25/20,226,188.06364
JFK,LAX,Alaska Airlines,3/25/20,226,188.06364
JFK,LAX,Alaska Airlines,3/25/20,226,188.06364
JFK,LAX,Alaska Airlines,3/25/20,226,188.06364
JFK,LAX,JetBlue Airways,3/25/20,226,188.06364
JFK,LAX,JetBlue Airways,3/25/20,226,188.06364
JFK,LAX,JetBlue Airways,3/25/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,102,84.87828
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/26/20,226,188.06364
JFK,LAX,American Airlines,3/26/20,102,84.87828
JFK,LAX,American Airlines,3/26/20,226,188.06364
JFK,LAX,American Airlines,3/26/20,226,188.06364
JFK,LAX,American Airlines,3/26/20,226,188.06364
JFK,LAX,American Airlines,3/26/20,102,84.87828
JFK,LAX,Alaska Airlines,3/26/20,102,84.87828
JFK,LAX,Alaska Airlines,3/26/20,226,188.06364
JFK,LAX,Alaska Airlines,3/26/20,226,188.06364
JFK,LAX,Alaska Airlines,3/26/20,226,188.06364
JFK,LAX,JetBlue Airways,3/26/20,102,84.87828
JFK,LAX,JetBlue Airways,3/26/20,226,188.06364
JFK,LAX,JetBlue Airways,3/26/20,226,188.06364
JFK,LAX,JetBlue Airways,3/26/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,102,84.87828
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/27/20,226,188.06364
JFK,LAX,American Airlines,3/27/20,102,84.87828
JFK,LAX,American Airlines,3/27/20,226,188.06364
JFK,LAX,American Airlines,3/27/20,226,188.06364
JFK,LAX,American Airlines,3/27/20,102,84.87828
JFK,LAX,Alaska Airlines,3/27/20,102,84.87828
JFK,LAX,Alaska Airlines,3/27/20,226,188.06364
JFK,LAX,Alaska Airlines,3/27/20,226,188.06364
JFK,LAX,JetBlue Airways,3/27/20,102,84.87828
JFK,LAX,JetBlue Airways,3/27/20,226,188.06364
JFK,LAX,JetBlue Airways,3/27/20,226,188.06364
JFK,LAX,JetBlue Airways,3/27/20,226,188.06364
JFK,LAX,Delta Air Lines,3/28/20,226,188.06364
JFK,LAX,Delta Air Lines,3/28/20,226,188.06364
JFK,LAX,Delta Air Lines,3/28/20,226,188.06364
JFK,LAX,Delta Air Lines,3/28/20,102,84.87828
JFK,LAX,Delta Air Lines,3/28/20,226,188.06364
JFK,LAX,Delta Air Lines,3/28/20,226,188.06364
JFK,LAX,American Airlines,3/28/20,102,84.87828
JFK,LAX,American Airlines,3/28/20,102,84.87828
JFK,LAX,Alaska Airlines,3/28/20,226,188.06364
JFK,LAX,Alaska Airlines,3/28/20,102,84.87828
JFK,LAX,JetBlue Airways,3/28/20,102,84.87828
JFK,LAX,JetBlue Airways,3/28/20,226,188.06364
JFK,LAX,JetBlue Airways,3/28/20,226,188.06364
JFK,LAX,JetBlue Airways,3/28/20,226,188.06364
JFK,LAX,Delta Air Lines,3/29/20,226,188.06364
JFK,LAX,Delta Air Lines,3/29/20,226,188.06364
JFK,LAX,Delta Air Lines,3/29/20,102,84.87828
JFK,LAX,Delta Air Lines,3/29/20,226,188.06364
JFK,LAX,Delta Air Lines,3/29/20,226,188.06364
JFK,LAX,American Airlines,3/29/20,102,84.87828
JFK,LAX,American Airlines,3/29/20,226,188.06364
JFK,LAX,American Airlines,3/29/20,102,84.87828
JFK,LAX,Alaska Airlines,3/29/20,102,84.87828
JFK,LAX,Alaska Airlines,3/29/20,226,188.06364
JFK,LAX,JetBlue Airways,3/29/20,102,84.87828
JFK,LAX,JetBlue Airways,3/29/20,226,188.06364
JFK,LAX,JetBlue Airways,3/29/20,226,188.06364
JFK,LAX,Delta Air Lines,3/30/20,102,84.87828
JFK,LAX,Delta Air Lines,3/30/20,226,188.06364
JFK,LAX,American Airlines,3/30/20,102,84.87828
JFK,LAX,American Airlines,3/30/20,226,188.06364
JFK,LAX,American Airlines,3/30/20,102,84.87828
JFK,LAX,Alaska Airlines,3/30/20,102,84.87828
JFK,LAX,Alaska Airlines,3/30/20,226,188.06364
JFK,LAX,JetBlue Airways,3/30/20,102,84.87828
JFK,LAX,JetBlue Airways,3/30/20,226,188.06364
JFK,LAX,Delta Air Lines,3/31/20,102,84.87828
JFK,LAX,Delta Air Lines,3/31/20,178,148.12092
JFK,LAX,American Airlines,3/31/20,102,84.87828
JFK,LAX,American Airlines,3/31/20,102,84.87828
JFK,LAX,Alaska Airlines,3/31/20,102,84.87828
JFK,LAX,JetBlue Airways,3/31/20,178,148.12092
JFK,LAX,JetBlue Airways,3/31/20,102,84.87828
JFK,LAX,JetBlue Airways,3/31/20,226,188.06364
JFK,MCO,Delta Air Lines,3/20/20,160,138.7424
JFK,MCO,JetBlue Airways,3/20/20,189,163.88946
JFK,MCO,JetBlue Airways,3/20/20,189,163.88946
JFK,MCO,Delta Air Lines,3/21/20,160,138.7424
JFK,MCO,Delta Air Lines,3/21/20,160,138.7424
JFK,MCO,JetBlue Airways,3/21/20,189,163.88946
JFK,MCO,JetBlue Airways,3/21/20,189,163.88946
JFK,MCO,JetBlue Airways,3/21/20,189,163.88946
JFK,MCO,JetBlue Airways,3/21/20,189,163.88946
JFK,MCO,Delta Air Lines,3/22/20,189,163.88946
JFK,MCO,Delta Air Lines,3/22/20,160,138.7424
JFK,MCO,Delta Air Lines,3/22/20,160,138.7424
JFK,MCO,JetBlue Airways,3/22/20,189,163.88946
JFK,MCO,JetBlue Airways,3/22/20,189,163.88946
JFK,MCO,JetBlue Airways,3/22/20,189,163.88946
JFK,MCO,JetBlue Airways,3/22/20,189,163.88946
JFK,MCO,Delta Air Lines,3/22/20,189,163.88946
JFK,MCO,Delta Air Lines,3/23/20,189,163.88946
JFK,MCO,Delta Air Lines,3/23/20,189,163.88946
JFK,MCO,Delta Air Lines,3/23/20,160,138.7424
JFK,MCO,Delta Air Lines,3/23/20,160,138.7424
JFK,MCO,Delta Air Lines,3/23/20,160,138.7424
JFK,MCO,JetBlue Airways,3/23/20,189,163.88946
JFK,MCO,JetBlue Airways,3/23/20,189,163.88946
JFK,MCO,JetBlue Airways,3/23/20,189,163.88946
JFK,MCO,JetBlue Airways,3/23/20,189,163.88946
JFK,MCO,JetBlue Airways,3/23/20,189,163.88946
JFK,MCO,Delta Air Lines,3/23/20,189,163.88946
JFK,MCO,Delta Air Lines,3/23/20,189,163.88946
JFK,MCO,Delta Air Lines,3/24/20,189,163.88946
JFK,MCO,Delta Air Lines,3/24/20,189,163.88946
JFK,MCO,Delta Air Lines,3/24/20,160,138.7424
JFK,MCO,Delta Air Lines,3/24/20,160,138.7424
JFK,MCO,Delta Air Lines,3/24/20,160,138.7424
JFK,MCO,Delta Air Lines,3/24/20,160,138.7424
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,JetBlue Airways,3/24/20,189,163.88946
JFK,MCO,Delta Air Lines,3/24/20,132,114.46248
JFK,MCO,Delta Air Lines,3/24/20,132,114.46248
JFK,MCO,Delta Air Lines,3/25/20,189,163.88946
JFK,MCO,Delta Air Lines,3/25/20,189,163.88946
JFK,MCO,Delta Air Lines,3/25/20,189,163.88946
JFK,MCO,Delta Air Lines,3/25/20,160,138.7424
JFK,MCO,Delta Air Lines,3/25/20,160,138.7424
JFK,MCO,Delta Air Lines,3/25/20,160,138.7424
JFK,MCO,Delta Air Lines,3/25/20,160,138.7424
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,JetBlue Airways,3/25/20,189,163.88946
JFK,MCO,Delta Air Lines,3/25/20,132,114.46248
JFK,MCO,Delta Air Lines,3/25/20,132,114.46248
JFK,MCO,Delta Air Lines,3/25/20,132,114.46248
JFK,MCO,Delta Air Lines,3/26/20,189,163.88946
JFK,MCO,Delta Air Lines,3/26/20,189,163.88946
JFK,MCO,Delta Air Lines,3/26/20,189,163.88946
JFK,MCO,Delta Air Lines,3/26/20,160,138.7424
JFK,MCO,Delta Air Lines,3/26/20,160,138.7424
JFK,MCO,Delta Air Lines,3/26/20,160,138.7424
JFK,MCO,Delta Air Lines,3/26/20,160,138.7424
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,JetBlue Airways,3/26/20,189,163.88946
JFK,MCO,Delta Air Lines,3/26/20,132,114.46248
JFK,MCO,Delta Air Lines,3/26/20,132,114.46248
JFK,MCO,Delta Air Lines,3/26/20,132,114.46248
JFK,MCO,Delta Air Lines,3/27/20,189,163.88946
JFK,MCO,Delta Air Lines,3/27/20,189,163.88946
JFK,MCO,Delta Air Lines,3/27/20,189,163.88946
JFK,MCO,Delta Air Lines,3/27/20,160,138.7424
JFK,MCO,Delta Air Lines,3/27/20,160,138.7424
JFK,MCO,Delta Air Lines,3/27/20,160,138.7424
JFK,MCO,JetBlue Airways,3/27/20,189,163.88946
JFK,MCO,JetBlue Airways,3/27/20,189,163.88946
JFK,MCO,JetBlue Airways,3/27/20,189,163.88946
JFK,MCO,JetBlue Airways,3/27/20,189,163.88946
JFK,MCO,JetBlue Airways,3/27/20,189,163.88946
JFK,MCO,Delta Air Lines,3/27/20,132,114.46248
JFK,MCO,Delta Air Lines,3/27/20,132,114.46248
JFK,MCO,Delta Air Lines,3/27/20,132,114.46248
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,160,138.7424
JFK,MCO,Delta Air Lines,3/28/20,160,138.7424
JFK,MCO,JetBlue Airways,3/28/20,189,163.88946
JFK,MCO,JetBlue Airways,3/28/20,189,163.88946
JFK,MCO,JetBlue Airways,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/28/20,189,163.88946
JFK,MCO,Delta Air Lines,3/29/20,160,138.7424
JFK,MCO,Delta Air Lines,3/29/20,160,138.7424
JFK,MCO,Delta Air Lines,3/29/20,132,114.46248
JFK,MCO,Delta Air Lines,3/29/20,132,114.46248
JFK,MCO,Delta Air Lines,3/30/20,160,138.7424
JFK,MCO,Delta Air Lines,3/30/20,132,114.46248
JFK,MCO,Delta Air Lines,3/31/20,132,114.46248
JFK,MIA,JetBlue Airways,3/20/20,189,167.44644
JFK,MIA,Delta Air Lines,3/20/20,189,167.44644
JFK,MIA,JetBlue Airways,3/21/20,189,167.44644
JFK,MIA,JetBlue Airways,3/21/20,189,167.44644
JFK,MIA,Delta Air Lines,3/21/20,189,167.44644
JFK,MIA,Delta Air Lines,3/21/20,189,167.44644
JFK,MIA,JetBlue Airways,3/22/20,189,167.44644
JFK,MIA,JetBlue Airways,3/22/20,189,167.44644
JFK,MIA,JetBlue Airways,3/22/20,189,167.44644
JFK,MIA,Delta Air Lines,3/22/20,189,167.44644
JFK,MIA,Delta Air Lines,3/22/20,189,167.44644
JFK,MIA,JetBlue Airways,3/22/20,189,167.44644
JFK,MIA,JetBlue Airways,3/23/20,189,167.44644
JFK,MIA,JetBlue Airways,3/23/20,189,167.44644
JFK,MIA,JetBlue Airways,3/23/20,189,167.44644
JFK,MIA,JetBlue Airways,3/23/20,189,167.44644
JFK,MIA,Delta Air Lines,3/23/20,189,167.44644
JFK,MIA,Delta Air Lines,3/23/20,189,167.44644
JFK,MIA,Delta Air Lines,3/23/20,189,167.44644
JFK,MIA,JetBlue Airways,3/23/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,Delta Air Lines,3/24/20,189,167.44644
JFK,MIA,Delta Air Lines,3/24/20,189,167.44644
JFK,MIA,Delta Air Lines,3/24/20,189,167.44644
JFK,MIA,Delta Air Lines,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/24/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
JFK,MIA,Delta Air Lines,3/25/20,189,167.44644
JFK,MIA,Delta Air Lines,3/25/20,189,167.44644
JFK,MIA,Delta Air Lines,3/25/20,189,167.44644
JFK,MIA,Delta Air Lines,3/25/20,189,167.44644
JFK,MIA,JetBlue Airways,3/25/20,189,167.44644
