state,date,type,code,,,,,,,,
Pennsylvania,3/19/20,0,PA,,,,,,,,
Pennsylvania,3/20/20,0,PA,,,,,,,,
Pennsylvania,3/21/20,0,PA,,,,,,,,
Pennsylvania,3/22/20,0,PA,,,,,,,,
Pennsylvania,3/23/20,0,PA,,,,,,,,
Pennsylvania,3/24/20,0,PA,,,,,,,,
Pennsylvania,3/25/20,0,PA,,,,,,,,
Pennsylvania,3/26/20,0,PA,,,,,,,,
Pennsylvania,3/27/20,0,PA,,,,,,,,
Pennsylvania,3/28/20,0,PA,,,,,,,,
Pennsylvania,3/29/20,0,PA,,,,,,,,
Pennsylvania,3/30/20,0,PA,,,,,,,,
Pennsylvania,3/31/20,0,PA,,,,,,,,
Pennsylvania,4/1/20,1,PA,,,,,,,,
Pennsylvania,4/2/20,1,PA,,,,,,,,
Pennsylvania,4/3/20,1,PA,,,,,,,,
Pennsylvania,4/4/20,1,PA,,,,,,,,
Pennsylvania,4/5/20,1,PA,,,,,,,,
Pennsylvania,4/6/20,1,PA,,,,,,,,
Pennsylvania,4/7/20,1,PA,,,,,,,,
Pennsylvania,4/21/20,1,PA,,,,,,,,
Pennsylvania,4/24/20,1,PA,,,,,,,,
Pennsylvania,4/25/20,1,PA,,,,,,,,
Pennsylvania,4/26/20,1,PA,,,,,,,,
Pennsylvania,4/27/20,1,PA,,,,,,,,
Pennsylvania,4/28/20,1,PA,,,,,,,,
Pennsylvania,4/29/20,1,PA,,,,,,,,
Pennsylvania,4/30/20,1,PA,,,,,,,,
Pennsylvania,5/1/20,1,PA,,,,,,,,
Pennsylvania,5/2/20,1,PA,,,,,,,,
Pennsylvania,5/3/20,1,PA,,,,,,,,
Pennsylvania,5/4/20,1,PA,,,,,,,,
Rhode Island,3/19/20,0,RI,,,,,,,,
Rhode Island,3/20/20,0,RI,,,,,,,,
Rhode Island,3/21/20,0,RI,,,,,,,,
Rhode Island,3/22/20,0,RI,,,,,,,,
Rhode Island,3/23/20,0,RI,,,,,,,,
Rhode Island,3/24/20,0,RI,,,,,,,,
Rhode Island,3/25/20,0,RI,,,,,,,,
Rhode Island,3/26/20,0,RI,,,,,,,,
Rhode Island,3/27/20,0,RI,,,,,,,,
Rhode Island,3/28/20,1,RI,,,,,,,,
Rhode Island,3/29/20,1,RI,,,,,,,,
Rhode Island,3/30/20,1,RI,,,,,,,,
Rhode Island,3/31/20,1,RI,,,,,,,,
Rhode Island,4/1/20,1,RI,,,,,,,,
Rhode Island,4/2/20,1,RI,,,,,,,,
Rhode Island,4/3/20,1,RI,,,,,,,,
Rhode Island,4/4/20,1,RI,,,,,,,,
Rhode Island,4/5/20,1,RI,,,,,,,,
Rhode Island,4/6/20,1,RI,,,,,,,,
Rhode Island,4/7/20,1,RI,,,,,,,,
Rhode Island,4/21/20,1,RI,,,,,,,,
Rhode Island,4/24/20,1,RI,,,,,,,,
Rhode Island,4/25/20,1,RI,,,,,,,,
Rhode Island,4/26/20,1,RI,,,,,,,,
Rhode Island,4/27/20,1,RI,,,,,,,,
Rhode Island,4/28/20,1,RI,,,,,,,,
Rhode Island,4/29/20,1,RI,,,,,,,,
Rhode Island,4/30/20,1,RI,,,,,,,,
Rhode Island,5/1/20,1,RI,,,,,,,,
Rhode Island,5/2/20,1,RI,,,,,,,,
Rhode Island,5/3/20,1,RI,,,,,,,,
Rhode Island,5/4/20,1,RI,,,,,,,,
South Carolina,3/19/20,0,SC,,,,,,,,
South Carolina,3/20/20,0,SC,,,,,,,,
South Carolina,3/21/20,0,SC,,,,,,,,
South Carolina,3/22/20,0,SC,,,,,,,,
South Carolina,3/23/20,0,SC,,,,,,,,
South Carolina,3/24/20,0,SC,,,,,,,,
South Carolina,3/25/20,0,SC,,,,,,,,
South Carolina,3/26/20,0.5,SC,,,,,,,,
South Carolina,3/27/20,0.5,SC,,,,,,,,
South Carolina,3/28/20,0.5,SC,,,,,,,,
South Carolina,3/29/20,0.5,SC,,,,,,,,
South Carolina,3/30/20,0.5,SC,,,,,,,,
South Carolina,3/31/20,0.5,SC,,,,,,,,
South Carolina,4/1/20,0.5,SC,,,,,,,,
South Carolina,4/2/20,0.5,SC,,,,,,,,
South Carolina,4/3/20,0.5,SC,,,,,,,,
South Carolina,4/4/20,0.5,SC,,,,,,,,
South Carolina,4/5/20,0.5,SC,,,,,,,,
South Carolina,4/6/20,0.5,SC,,,,,,,,
South Carolina,4/7/20,1,SC,,,,,,,,
South Carolina,4/21/20,0.55,SC,,,,,,,,
South Carolina,4/24/20,0.55,SC,,,,,,,,
South Carolina,4/25/20,0.55,SC,,,,,,,,
South Carolina,4/26/20,0.55,SC,,,,,,,,
South Carolina,4/27/20,0.55,SC,,,,,,,,
South Carolina,4/28/20,0.55,SC,,,,,,,,
South Carolina,4/29/20,0.55,SC,,,,,,,,
South Carolina,4/30/20,0.55,SC,,,,,,,,
South Carolina,5/1/20,0.55,SC,,,,,,,,
South Carolina,5/2/20,0.55,SC,,,,,,,,
South Carolina,5/3/20,0.55,SC,,,,,,,,
South Carolina,5/4/20,0.55,SC,,,,,,,,
Tennessee,3/19/20,0,TN,,,,,,,,
Tennessee,3/20/20,0,TN,,,,,,,,
Tennessee,3/21/20,0,TN,,,,,,,,
Tennessee,3/22/20,0,TN,,,,,,,,
Tennessee,3/23/20,0.5,TN,,,,,,,,
Tennessee,3/24/20,0.5,TN,,,,,,,,
Tennessee,3/25/20,0.5,TN,,,,,,,,
Tennessee,3/26/20,0.5,TN,,,,,,,,
Tennessee,3/27/20,0.5,TN,,,,,,,,
Tennessee,3/28/20,0.5,TN,,,,,,,,
Tennessee,3/29/20,0.5,TN,,,,,,,,
Tennessee,3/30/20,0.5,TN,,,,,,,,
Tennessee,3/31/20,0.5,TN,,,,,,,,
Tennessee,4/1/20,1,TN,,,,,,,,
Tennessee,4/2/20,1,TN,,,,,,,,
Tennessee,4/3/20,1,TN,,,,,,,,
Tennessee,4/4/20,1,TN,,,,,,,,
Tennessee,4/5/20,1,TN,,,,,,,,
Tennessee,4/6/20,1,TN,,,,,,,,
Tennessee,4/7/20,1,TN,,,,,,,,
Tennessee,4/21/20,1,TN,,,,,,,,
Tennessee,4/24/20,1,TN,,,,,,,,
Tennessee,4/25/20,1,TN,,,,,,,,
Tennessee,4/26/20,1,TN,,,,,,,,
Tennessee,4/27/20,0.75,TN,,,,,,,,
Tennessee,4/28/20,0.75,TN,,,,,,,,
Tennessee,4/29/20,0.75,TN,,,,,,,,
Tennessee,4/30/20,0.75,TN,,,,,,,,
Tennessee,5/1/20,0.55,TN,,,,,,,,
Tennessee,5/2/20,0.55,TN,,,,,,,,
Tennessee,5/3/20,0.55,TN,,,,,,,,
Tennessee,5/4/20,0.55,TN,,,,,,,,
Texas,3/19/20,0,TX,,,,,,,,
Texas,3/20/20,0,TX,,,,,,,,
Texas,3/21/20,0,TX,,,,,,,,
Texas,3/22/20,0,TX,,,,,,,,
Texas,3/23/20,0.5,TX,,,,,,,,
Texas,3/24/20,0.5,TX,,,,,,,,
Texas,3/25/20,0.5,TX,,,,,,,,
Texas,3/26/20,0.5,TX,,,,,,,,
Texas,3/27/20,0.5,TX,,,,,,,,
Texas,3/28/20,0.5,TX,,,,,,,,
Texas,3/29/20,0.5,TX,,,,,,,,
Texas,3/30/20,0.5,TX,,,,,,,,
Texas,3/31/20,0.5,TX,,,,,,,,
Texas,4/1/20,0.5,TX,,,,,,,,
Texas,4/2/20,1,TX,,,,,,,,
Texas,4/3/20,1,TX,,,,,,,,
Texas,4/4/20,1,TX,,,,,,,,
Texas,4/5/20,1,TX,,,,,,,,
Texas,4/6/20,1,TX,,,,,,,,
Texas,4/7/20,1,TX,,,,,,,,
Texas,4/21/20,1,TX,,,,,,,,
Texas,4/24/20,1,TX,,,,,,,,
Texas,4/25/20,1,TX,,,,,,,,
Texas,4/26/20,1,TX,,,,,,,,
Texas,4/27/20,1,TX,,,,,,,,
Texas,4/28/20,1,TX,,,,,,,,
Texas,4/29/20,1,TX,,,,,,,,
Texas,4/30/20,1,TX,,,,,,,,
Texas,5/1/20,0.55,TX,,,,,,,,
Texas,5/2/20,0.55,TX,,,,,,,,
Texas,5/3/20,0.55,TX,,,,,,,,
Texas,5/4/20,0.55,TX,,,,,,,,
Vermont,3/19/20,0,VT,,,,,,,,
Vermont,3/20/20,0,VT,,,,,,,,
Vermont,3/21/20,0,VT,,,,,,,,
Vermont,3/22/20,0,VT,,,,,,,,
Vermont,3/23/20,0,VT,,,,,,,,
Vermont,3/24/20,0,VT,,,,,,,,
Vermont,3/25/20,1,VT,,,,,,,,
Vermont,3/26/20,1,VT,,,,,,,,
Vermont,3/27/20,1,VT,,,,,,,,
Vermont,3/28/20,1,VT,,,,,,,,
Vermont,3/29/20,1,VT,,,,,,,,
Vermont,3/30/20,1,VT,,,,,,,,
Vermont,3/31/20,1,VT,,,,,,,,
Vermont,4/1/20,1,VT,,,,,,,,
Vermont,4/2/20,1,VT,,,,,,,,
Vermont,4/3/20,1,VT,,,,,,,,
Vermont,4/4/20,1,VT,,,,,,,,
Vermont,4/5/20,1,VT,,,,,,,,
Vermont,4/6/20,1,VT,,,,,,,,
Vermont,4/7/20,1,VT,,,,,,,,
Vermont,4/21/20,1,VT,,,,,,,,
Vermont,4/24/20,1,VT,,,,,,,,
Vermont,4/25/20,1,VT,,,,,,,,
Vermont,4/26/20,1,VT,,,,,,,,
Vermont,4/27/20,1,VT,,,,,,,,
Vermont,4/28/20,1,VT,,,,,,,,
Vermont,4/29/20,1,VT,,,,,,,,
Vermont,4/30/20,1,VT,,,,,,,,
Vermont,5/1/20,0.75,VT,,,,,,,,
Vermont,5/2/20,0.75,VT,,,,,,,,
Vermont,5/3/20,0.75,VT,,,,,,,,
Vermont,5/4/20,0.55,VT,,,,,,,,
Virginia,3/19/20,0,VA,,,,,,,,
Virginia,3/20/20,0,VA,,,,,,,,
Virginia,3/21/20,0,VA,,,,,,,,
Virginia,3/22/20,0,VA,,,,,,,,
Virginia,3/23/20,0,VA,,,,,,,,
Virginia,3/24/20,0,VA,,,,,,,,
Virginia,3/25/20,0,VA,,,,,,,,
Virginia,3/26/20,0,VA,,,,,,,,
Virginia,3/27/20,0,VA,,,,,,,,
Virginia,3/28/20,0,VA,,,,,,,,
Virginia,3/29/20,0,VA,,,,,,,,
Virginia,3/30/20,1,VA,,,,,,,,
Virginia,3/31/20,1,VA,,,,,,,,
Virginia,4/1/20,1,VA,,,,,,,,
Virginia,4/2/20,1,VA,,,,,,,,
Virginia,4/3/20,1,VA,,,,,,,,
Virginia,4/4/20,1,VA,,,,,,,,
Virginia,4/5/20,1,VA,,,,,,,,
Virginia,4/6/20,1,VA,,,,,,,,
Virginia,4/7/20,1,VA,,,,,,,,
Virginia,4/21/20,1,VA,,,,,,,,
Virginia,4/24/20,1,VA,,,,,,,,
Virginia,4/25/20,1,VA,,,,,,,,
Virginia,4/26/20,1,VA,,,,,,,,
Virginia,4/27/20,1,VA,,,,,,,,
Virginia,4/28/20,1,VA,,,,,,,,
Virginia,4/29/20,1,VA,,,,,,,,
Virginia,4/30/20,1,VA,,,,,,,,
Virginia,5/1/20,1,VA,,,,,,,,
Virginia,5/2/20,1,VA,,,,,,,,
Virginia,5/3/20,1,VA,,,,,,,,
Virginia,5/4/20,1,VA,,,,,,,,
Washington,3/19/20,0,WA,,,,,,,,
Washington,3/20/20,0,WA,,,,,,,,
Washington,3/21/20,0,WA,,,,,,,,
Washington,3/22/20,0,WA,,,,,,,,
Washington,3/23/20,1,WA,,,,,,,,
Washington,3/24/20,1,WA,,,,,,,,
Washington,3/25/20,1,WA,,,,,,,,
Washington,3/26/20,1,WA,,,,,,,,
Washington,3/27/20,1,WA,,,,,,,,
Washington,3/28/20,1,WA,,,,,,,,
Washington,3/29/20,1,WA,,,,,,,,
Washington,3/30/20,1,WA,,,,,,,,
Washington,3/31/20,1,WA,,,,,,,,
Washington,4/1/20,1,WA,,,,,,,,
Washington,4/2/20,1,WA,,,,,,,,
Washington,4/3/20,1,WA,,,,,,,,
Washington,4/4/20,1,WA,,,,,,,,
Washington,4/5/20,1,WA,,,,,,,,
Washington,4/6/20,1,WA,,,,,,,,
Washington,4/7/20,1,WA,,,,,,,,
Washington,4/21/20,1,WA,,,,,,,,
Washington,4/24/20,1,WA,,,,,,,,
Washington,4/25/20,1,WA,,,,,,,,
Washington,4/26/20,1,WA,,,,,,,,
Washington,4/27/20,1,WA,,,,,,,,
Washington,4/28/20,1,WA,,,,,,,,
Washington,4/29/20,1,WA,,,,,,,,
Washington,4/30/20,1,WA,,,,,,,,
Washington,5/1/20,1,WA,,,,,,,,
Washington,5/2/20,1,WA,,,,,,,,
Washington,5/3/20,1,WA,,,,,,,,
Washington,5/4/20,1,WA,,,,,,,,
West Virginia,3/19/20,0,WV,,,,,,,,
West Virginia,3/20/20,0,WV,,,,,,,,
West Virginia,3/21/20,0,WV,,,,,,,,
West Virginia,3/22/20,0,WV,,,,,,,,
West Virginia,3/23/20,0,WV,,,,,,,,
West Virginia,3/24/20,1,WV,,,,,,,,
West Virginia,3/25/20,1,WV,,,,,,,,
West Virginia,3/26/20,1,WV,,,,,,,,
West Virginia,3/27/20,1,WV,,,,,,,,
West Virginia,3/28/20,1,WV,,,,,,,,
West Virginia,3/29/20,1,WV,,,,,,,,
West Virginia,3/30/20,1,WV,,,,,,,,
West Virginia,3/31/20,1,WV,,,,,,,,
West Virginia,4/1/20,1,WV,,,,,,,,
West Virginia,4/2/20,1,WV,,,,,,,,
West Virginia,4/3/20,1,WV,,,,,,,,
West Virginia,4/4/20,1,WV,,,,,,,,
West Virginia,4/5/20,1,WV,,,,,,,,
West Virginia,4/6/20,1,WV,,,,,,,,
West Virginia,4/7/20,1,WV,,,,,,,,
West Virginia,4/21/20,1,WV,,,,,,,,
West Virginia,4/24/20,1,WV,,,,,,,,
West Virginia,4/25/20,1,WV,,,,,,,,
West Virginia,4/26/20,1,WV,,,,,,,,
West Virginia,4/27/20,1,WV,,,,,,,,
West Virginia,4/28/20,1,WV,,,,,,,,
West Virginia,4/29/20,1,WV,,,,,,,,
West Virginia,4/30/20,1,WV,,,,,,,,
West Virginia,5/1/20,1,WV,,,,,,,,
West Virginia,5/2/20,1,WV,,,,,,,,
West Virginia,5/3/20,1,WV,,,,,,,,
West Virginia,5/4/20,1,WV,,,,,,,,
Wisconsin,3/19/20,0,WI,,,,,,,,
Wisconsin,3/20/20,0,WI,,,,,,,,
Wisconsin,3/21/20,0,WI,,,,,,,,
Wisconsin,3/22/20,0,WI,,,,,,,,
Wisconsin,3/23/20,0,WI,,,,,,,,
Wisconsin,3/24/20,0,WI,,,,,,,,
Wisconsin,3/25/20,1,WI,,,,,,,,
Wisconsin,3/26/20,1,WI,,,,,,,,
Wisconsin,3/27/20,1,WI,,,,,,,,
Wisconsin,3/28/20,1,WI,,,,,,,,
Wisconsin,3/29/20,1,WI,,,,,,,,
Wisconsin,3/30/20,1,WI,,,,,,,,
Wisconsin,3/31/20,1,WI,,,,,,,,
Wisconsin,4/1/20,1,WI,,,,,,,,
Wisconsin,4/2/20,1,WI,,,,,,,,
Wisconsin,4/3/20,1,WI,,,,,,,,
Wisconsin,4/4/20,1,WI,,,,,,,,
Wisconsin,4/5/20,1,WI,,,,,,,,
Wisconsin,4/6/20,1,WI,,,,,,,,
Wisconsin,4/7/20,1,WI,,,,,,,,
Wisconsin,4/21/20,1,WI,,,,,,,,
Wisconsin,4/24/20,1,WI,,,,,,,,
Wisconsin,4/25/20,1,WI,,,,,,,,
Wisconsin,4/26/20,1,WI,,,,,,,,
Wisconsin,4/27/20,1,WI,,,,,,,,
Wisconsin,4/28/20,1,WI,,,,,,,,
Wisconsin,4/29/20,1,WI,,,,,,,,
Wisconsin,4/30/20,1,WI,,,,,,,,
Wisconsin,5/1/20,0.75,WI,,,,,,,,
Wisconsin,5/2/20,0.75,WI,,,,,,,,
Wisconsin,5/3/20,0.75,WI,,,,,,,,
Wisconsin,5/4/20,0.75,WI,,,,,,,,
Iowa,3/19/20,0,IA,,,,,,,,
Iowa,3/20/20,0,IA,,,,,,,,
Iowa,3/21/20,0,IA,,,,,,,,
Iowa,3/22/20,0,IA,,,,,,,,
Iowa,3/23/20,0,IA,,,,,,,,
Iowa,3/24/20,0,IA,,,,,,,,
Iowa,3/25/20,0,IA,,,,,,,,
Iowa,3/26/20,0,IA,,,,,,,,
Iowa,3/27/20,0,IA,,,,,,,,
Iowa,3/28/20,0,IA,,,,,,,,
Iowa,3/29/20,0,IA,,,,,,,,
Iowa,3/30/20,0,IA,,,,,,,,
Iowa,3/31/20,0,IA,,,,,,,,
Iowa,4/1/20,0,IA,,,,,,,,
Iowa,4/2/20,0,IA,,,,,,,,
Iowa,4/3/20,0,IA,,,,,,,,
Iowa,4/4/20,0,IA,,,,,,,,
Iowa,4/5/20,0,IA,,,,,,,,
Iowa,4/6/20,0,IA,,,,,,,,
Iowa,4/7/20,0,IA,,,,,,,,
Iowa,4/21/20,0.55,IA,,,,,,,,
Iowa,4/24/20,0.55,IA,,,,,,,,
Iowa,4/25/20,0.55,IA,,,,,,,,
Iowa,4/26/20,0.55,IA,,,,,,,,
Iowa,4/27/20,0.55,IA,,,,,,,,
Iowa,4/28/20,0.55,IA,,,,,,,,
Iowa,4/29/20,0.55,IA,,,,,,,,
Iowa,4/30/20,0.55,IA,,,,,,,,
Iowa,5/1/20,0.55,IA,,,,,,,,
Iowa,5/2/20,0.55,IA,,,,,,,,
Iowa,5/3/20,0.55,IA,,,,,,,,
Iowa,5/4/20,0.55,IA,,,,,,,,
Nebraska,3/19/20,0,NE,,,,,,,,
Nebraska,3/20/20,0,NE,,,,,,,,
Nebraska,3/21/20,0,NE,,,,,,,,
Nebraska,3/22/20,0,NE,,,,,,,,
Nebraska,3/23/20,0,NE,,,,,,,,
Nebraska,3/24/20,0,NE,,,,,,,,
Nebraska,3/25/20,0,NE,,,,,,,,
Nebraska,3/26/20,0,NE,,,,,,,,
Nebraska,3/27/20,0,NE,,,,,,,,
Nebraska,3/28/20,0,NE,,,,,,,,
Nebraska,3/29/20,0,NE,,,,,,,,
Nebraska,3/30/20,0,NE,,,,,,,,
Nebraska,3/31/20,0,NE,,,,,,,,
Nebraska,4/1/20,0,NE,,,,,,,,
Nebraska,4/2/20,0,NE,,,,,,,,
Nebraska,4/3/20,0,NE,,,,,,,,
Nebraska,4/4/20,0,NE,,,,,,,,
Nebraska,4/5/20,0,NE,,,,,,,,
Nebraska,4/6/20,0,NE,,,,,,,,
Nebraska,4/7/20,0,NE,,,,,,,,
Nebraska,4/21/20,0.55,NE,,,,,,,,
Nebraska,4/24/20,0.55,NE,,,,,,,,
Nebraska,4/25/20,0.55,NE,,,,,,,,
Nebraska,4/26/20,0.55,NE,,,,,,,,
Nebraska,4/27/20,0.55,NE,,,,,,,,
Nebraska,4/28/20,0.55,NE,,,,,,,,
Nebraska,4/29/20,0.55,NE,,,,,,,,
Nebraska,4/30/20,0.55,NE,,,,,,,,
Nebraska,5/1/20,0.55,NE,,,,,,,,
Nebraska,5/2/20,0.55,NE,,,,,,,,
Nebraska,5/3/20,0.55,NE,,,,,,,,
Nebraska,5/4/20,0.55,NE,,,,,,,,
North Dakota,3/19/20,0,ND,,,,,,,,
North Dakota,3/20/20,0,ND,,,,,,,,
North Dakota,3/21/20,0,ND,,,,,,,,
North Dakota,3/22/20,0,ND,,,,,,,,
North Dakota,3/23/20,0,ND,,,,,,,,
North Dakota,3/24/20,0,ND,,,,,,,,
North Dakota,3/25/20,0,ND,,,,,,,,
North Dakota,3/26/20,0,ND,,,,,,,,
North Dakota,3/27/20,0,ND,,,,,,,,
North Dakota,3/28/20,0,ND,,,,,,,,
North Dakota,3/29/20,0,ND,,,,,,,,
North Dakota,3/30/20,0,ND,,,,,,,,
North Dakota,3/31/20,0,ND,,,,,,,,
North Dakota,4/1/20,0,ND,,,,,,,,
North Dakota,4/2/20,0,ND,,,,,,,,
North Dakota,4/3/20,0,ND,,,,,,,,
North Dakota,4/4/20,0,ND,,,,,,,,
North Dakota,4/5/20,0,ND,,,,,,,,
North Dakota,4/6/20,0,ND,,,,,,,,
North Dakota,4/7/20,0,ND,,,,,,,,
North Dakota,4/21/20,0.55,ND,,,,,,,,
North Dakota,4/24/20,0.55,ND,,,,,,,,
North Dakota,4/25/20,0.55,ND,,,,,,,,
North Dakota,4/26/20,0.55,ND,,,,,,,,
North Dakota,4/27/20,0.55,ND,,,,,,,,
North Dakota,4/28/20,0.55,ND,,,,,,,,
North Dakota,4/29/20,0.55,ND,,,,,,,,
North Dakota,4/30/20,0.55,ND,,,,,,,,
North Dakota,5/1/20,0.55,ND,,,,,,,,
North Dakota,5/2/20,0.55,ND,,,,,,,,
North Dakota,5/3/20,0.55,ND,,,,,,,,
North Dakota,5/4/20,0.55,ND,,,,,,,,
Oklahoma,3/19/20,0,OK,,,,,,,,
Oklahoma,3/20/20,0,OK,,,,,,,,
Oklahoma,3/21/20,0,OK,,,,,,,,
Oklahoma,3/22/20,0,OK,,,,,,,,
Oklahoma,3/23/20,0,OK,,,,,,,,
Oklahoma,3/24/20,0,OK,,,,,,,,
Oklahoma,3/25/20,0.5,OK,,,,,,,,
Oklahoma,3/26/20,0.5,OK,,,,,,,,
Oklahoma,3/27/20,0.5,OK,,,,,,,,
Oklahoma,3/28/20,0.5,OK,,,,,,,,
Oklahoma,3/29/20,0.5,OK,,,,,,,,
Oklahoma,3/30/20,0.5,OK,,,,,,,,
Oklahoma,3/31/20,0.5,OK,,,,,,,,
Oklahoma,4/1/20,0.5,OK,,,,,,,,
Oklahoma,4/2/20,0.5,OK,,,,,,,,
Oklahoma,4/3/20,0.5,OK,,,,,,,,
Oklahoma,4/4/20,0.5,OK,,,,,,,,
Oklahoma,4/5/20,0.5,OK,,,,,,,,
Oklahoma,4/6/20,0.5,OK,,,,,,,,
Oklahoma,4/7/20,0.5,OK,,,,,,,,
Oklahoma,4/21/20,0.75,OK,,,,,,,,
Oklahoma,4/24/20,0.75,OK,,,,,,,,
Oklahoma,4/25/20,0.75,OK,,,,,,,,
Oklahoma,4/26/20,0.75,OK,,,,,,,,
Oklahoma,4/27/20,0.75,OK,,,,,,,,
Oklahoma,4/28/20,0.75,OK,,,,,,,,
Oklahoma,4/29/20,0.75,OK,,,,,,,,
Oklahoma,4/30/20,0.75,OK,,,,,,,,
Oklahoma,5/1/20,0.55,OK,,,,,,,,
Oklahoma,5/2/20,0.55,OK,,,,,,,,
Oklahoma,5/3/20,0.55,OK,,,,,,,,
Oklahoma,5/4/20,0.55,OK,,,,,,,,
South Dakota,3/19/20,0,SD,,,,,,,,
South Dakota,3/20/20,0,SD,,,,,,,,
South Dakota,3/21/20,0,SD,,,,,,,,
South Dakota,3/22/20,0,SD,,,,,,,,
South Dakota,3/23/20,0,SD,,,,,,,,
South Dakota,3/24/20,0,SD,,,,,,,,
South Dakota,3/25/20,0,SD,,,,,,,,
South Dakota,3/26/20,0,SD,,,,,,,,
South Dakota,3/27/20,0,SD,,,,,,,,
South Dakota,3/28/20,0,SD,,,,,,,,
South Dakota,3/29/20,0,SD,,,,,,,,
South Dakota,3/30/20,0,SD,,,,,,,,
South Dakota,3/31/20,0,SD,,,,,,,,
South Dakota,4/1/20,0,SD,,,,,,,,
South Dakota,4/2/20,0,SD,,,,,,,,
South Dakota,4/3/20,0,SD,,,,,,,,
South Dakota,4/4/20,0,SD,,,,,,,,
South Dakota,4/5/20,0,SD,,,,,,,,
South Dakota,4/6/20,0,SD,,,,,,,,
South Dakota,4/7/20,0,SD,,,,,,,,
South Dakota,4/21/20,0.55,SD,,,,,,,,
South Dakota,4/24/20,0.55,SD,,,,,,,,
South Dakota,4/25/20,0.55,SD,,,,,,,,
South Dakota,4/26/20,0.55,SD,,,,,,,,
South Dakota,4/27/20,0.55,SD,,,,,,,,
South Dakota,4/28/20,0.55,SD,,,,,,,,
South Dakota,4/29/20,0.55,SD,,,,,,,,
South Dakota,4/30/20,0.55,SD,,,,,,,,
South Dakota,5/1/20,0.55,SD,,,,,,,,
South Dakota,5/2/20,0.55,SD,,,,,,,,
South Dakota,5/3/20,0.55,SD,,,,,,,,
South Dakota,5/4/20,0.55,SD,,,,,,,,
Utah,3/19/20,0,UT,,,,,,,,
Utah,3/20/20,0,UT,,,,,,,,
Utah,3/21/20,0,UT,,,,,,,,
Utah,3/22/20,0,UT,,,,,,,,
Utah,3/23/20,0,UT,,,,,,,,
Utah,3/24/20,0,UT,,,,,,,,
Utah,3/25/20,0,UT,,,,,,,,
Utah,3/26/20,0,UT,,,,,,,,
Utah,3/27/20,0.5,UT,,,,,,,,
Utah,3/28/20,0.5,UT,,,,,,,,
Utah,3/29/20,0.5,UT,,,,,,,,
Utah,3/30/20,0.5,UT,,,,,,,,
Utah,3/31/20,0.5,UT,,,,,,,,
Utah,4/1/20,0.5,UT,,,,,,,,
Utah,4/2/20,0.5,UT,,,,,,,,
Utah,4/3/20,0.5,UT,,,,,,,,
Utah,4/4/20,0.5,UT,,,,,,,,
Utah,4/5/20,0.5,UT,,,,,,,,
Utah,4/6/20,0.5,UT,,,,,,,,
Utah,4/7/20,0.5,UT,,,,,,,,
Utah,4/21/20,0.75,UT,,,,,,,,
Utah,4/24/20,0.75,UT,,,,,,,,
Utah,4/25/20,0.75,UT,,,,,,,,
Utah,4/26/20,0.75,UT,,,,,,,,
Utah,4/27/20,0.75,UT,,,,,,,,
Utah,4/28/20,0.75,UT,,,,,,,,
Utah,4/29/20,0.75,UT,,,,,,,,
Utah,4/30/20,0.75,UT,,,,,,,,
Utah,5/1/20,0.55,UT,,,,,,,,
Utah,5/2/20,0.55,UT,,,,,,,,
Utah,5/3/20,0.55,UT,,,,,,,,
Utah,5/4/20,0.55,UT,,,,,,,,
Wyoming,3/19/20,0,WY,,,,,,,,
Wyoming,3/20/20,0,WY,,,,,,,,
Wyoming,3/21/20,0,WY,,,,,,,,
Wyoming,3/22/20,0,WY,,,,,,,,
Wyoming,3/23/20,0,WY,,,,,,,,
Wyoming,3/24/20,0,WY,,,,,,,,
Wyoming,3/25/20,0,WY,,,,,,,,
Wyoming,3/26/20,0,WY,,,,,,,,
Wyoming,3/27/20,0,WY,,,,,,,,
Wyoming,3/28/20,0.5,WY,,,,,,,,
Wyoming,3/29/20,0.5,WY,,,,,,,,
Wyoming,3/30/20,0.5,WY,,,,,,,,
Wyoming,3/31/20,0.5,WY,,,,,,,,
Wyoming,4/1/20,0.5,WY,,,,,,,,
Wyoming,4/2/20,0.5,WY,,,,,,,,
Wyoming,4/3/20,0.5,WY,,,,,,,,
Wyoming,4/4/20,0.5,WY,,,,,,,,
Wyoming,4/5/20,0.5,WY,,,,,,,,
Wyoming,4/6/20,0.5,WY,,,,,,,,
Wyoming,4/7/20,0.5,WY,,,,,,,,
Wyoming,4/21/20,0.75,WY,,,,,,,,
Wyoming,4/24/20,0.75,WY,,,,,,,,
Wyoming,4/25/20,0.75,WY,,,,,,,,
Wyoming,4/26/20,0.75,WY,,,,,,,,
Wyoming,4/27/20,0.75,WY,,,,,,,,
Wyoming,4/28/20,0.75,WY,,,,,,,,
Wyoming,4/29/20,0.75,WY,,,,,,,,
Wyoming,4/30/20,0.75,WY,,,,,,,,
Wyoming,5/1/20,0.55,WY,,,,,,,,
Wyoming,5/2/20,0.55,WY,,,,,,,,
Wyoming,5/3/20,0.55,WY,,,,,,,,
Wyoming,5/4/20,0.55,WY,,,,,,,,
