code,month,UEP Rate,State,year,Month
KS,Jun,3.3,Kansas,2018,2018-06
KS,Jul,3.2,Kansas,2018,2018-07
KS,Aug,3.2,Kansas,2018,2018-08
KS,Sep,3.2,Kansas,2018,2018-09
KS,Oct,3.2,Kansas,2018,2018-10
KS,Nov,3.3,Kansas,2018,2018-11
KS,Dec,3.3,Kansas,2018,2018-12
KS,Jan,3.3,Kansas,2019,2019-01
KS,Feb,3.3,Kansas,2019,2019-02
KS,Mar,3.2,Kansas,2019,2019-03
KS,Apr,3.2,Kansas,2019,2019-04
KS,May,3.1,Kansas,2019,2019-05
KS,Jun,3.1,Kansas,2019,2019-06
KS,Jul,3.1,Kansas,2019,2019-07
KS,Aug,3.1,Kansas,2019,2019-08
KS,Sep,3.1,Kansas,2019,2019-09
KS,Oct,3.1,Kansas,2019,2019-10
KS,Nov,3.1,Kansas,2019,2019-11
KS,Dec,3.1,Kansas,2019,2019-12
KS,Jan,3.1,Kansas,2020,2020-01
KS,Feb,3.1,Kansas,2020,2020-02
KS,Mar,3.1,Kansas,2020,2020-03
KY,Jan,5.4,Kentucky,2015,2015-01
KY,Feb,5.4,Kentucky,2015,2015-02
KY,Mar,5.3,Kentucky,2015,2015-03
KY,Apr,5.3,Kentucky,2015,2015-04
KY,May,5.3,Kentucky,2015,2015-05
KY,Jun,5.2,Kentucky,2015,2015-06
KY,Jul,5.2,Kentucky,2015,2015-07
KY,Aug,5.2,Kentucky,2015,2015-08
KY,Sep,5.2,Kentucky,2015,2015-09
KY,Oct,5.2,Kentucky,2015,2015-10
KY,Nov,5.3,Kentucky,2015,2015-11
KY,Dec,5.3,Kentucky,2015,2015-12
KY,Jan,5.3,Kentucky,2016,2016-01
KY,Feb,5.2,Kentucky,2016,2016-02
KY,Mar,5.2,Kentucky,2016,2016-03
KY,Apr,5.1,Kentucky,2016,2016-04
KY,May,5,Kentucky,2016,2016-05
KY,Jun,5,Kentucky,2016,2016-06
KY,Jul,5,Kentucky,2016,2016-07
KY,Aug,5.1,Kentucky,2016,2016-08
KY,Sep,5.1,Kentucky,2016,2016-09
KY,Oct,5.1,Kentucky,2016,2016-10
KY,Nov,5.2,Kentucky,2016,2016-11
KY,Dec,5.2,Kentucky,2016,2016-12
KY,Jan,5.2,Kentucky,2017,2017-01
KY,Feb,5.2,Kentucky,2017,2017-02
KY,Mar,5.2,Kentucky,2017,2017-03
KY,Apr,5.1,Kentucky,2017,2017-04
KY,May,5.1,Kentucky,2017,2017-05
KY,Jun,5,Kentucky,2017,2017-06
KY,Jul,4.9,Kentucky,2017,2017-07
KY,Aug,4.8,Kentucky,2017,2017-08
KY,Sep,4.7,Kentucky,2017,2017-09
KY,Oct,4.6,Kentucky,2017,2017-10
KY,Nov,4.5,Kentucky,2017,2017-11
KY,Dec,4.4,Kentucky,2017,2017-12
KY,Jan,4.3,Kentucky,2018,2018-01
KY,Feb,4.3,Kentucky,2018,2018-02
KY,Mar,4.3,Kentucky,2018,2018-03
KY,Apr,4.3,Kentucky,2018,2018-04
KY,May,4.4,Kentucky,2018,2018-05
KY,Jun,4.4,Kentucky,2018,2018-06
KY,Jul,4.4,Kentucky,2018,2018-07
KY,Aug,4.4,Kentucky,2018,2018-08
KY,Sep,4.3,Kentucky,2018,2018-09
KY,Oct,4.3,Kentucky,2018,2018-10
KY,Nov,4.3,Kentucky,2018,2018-11
KY,Dec,4.3,Kentucky,2018,2018-12
KY,Jan,4.2,Kentucky,2019,2019-01
KY,Feb,4.2,Kentucky,2019,2019-02
KY,Mar,4.2,Kentucky,2019,2019-03
KY,Apr,4.3,Kentucky,2019,2019-04
KY,May,4.3,Kentucky,2019,2019-05
KY,Jun,4.3,Kentucky,2019,2019-06
KY,Jul,4.3,Kentucky,2019,2019-07
KY,Aug,4.3,Kentucky,2019,2019-08
KY,Sep,4.3,Kentucky,2019,2019-09
KY,Oct,4.3,Kentucky,2019,2019-10
KY,Nov,4.3,Kentucky,2019,2019-11
KY,Dec,4.3,Kentucky,2019,2019-12
KY,Jan,4.3,Kentucky,2020,2020-01
KY,Feb,4.2,Kentucky,2020,2020-02
KY,Mar,5.8,Kentucky,2020,2020-03
LA,Jan,6.9,Louisiana,2015,2015-01
LA,Feb,6.8,Louisiana,2015,2015-02
LA,Mar,6.7,Louisiana,2015,2015-03
LA,Apr,6.5,Louisiana,2015,2015-04
LA,May,6.4,Louisiana,2015,2015-05
LA,Jun,6.2,Louisiana,2015,2015-06
LA,Jul,6.1,Louisiana,2015,2015-07
LA,Aug,6.1,Louisiana,2015,2015-08
LA,Sep,6,Louisiana,2015,2015-09
LA,Oct,6,Louisiana,2015,2015-10
LA,Nov,6.1,Louisiana,2015,2015-11
LA,Dec,6.1,Louisiana,2015,2015-12
LA,Jan,6.1,Louisiana,2016,2016-01
LA,Feb,6.1,Louisiana,2016,2016-02
LA,Mar,6.1,Louisiana,2016,2016-03
LA,Apr,6.1,Louisiana,2016,2016-04
LA,May,6.1,Louisiana,2016,2016-05
LA,Jun,6.1,Louisiana,2016,2016-06
LA,Jul,6.1,Louisiana,2016,2016-07
LA,Aug,6.1,Louisiana,2016,2016-08
LA,Sep,6.1,Louisiana,2016,2016-09
LA,Oct,6,Louisiana,2016,2016-10
LA,Nov,6,Louisiana,2016,2016-11
LA,Dec,5.9,Louisiana,2016,2016-12
LA,Jan,5.8,Louisiana,2017,2017-01
LA,Feb,5.7,Louisiana,2017,2017-02
LA,Mar,5.5,Louisiana,2017,2017-03
LA,Apr,5.4,Louisiana,2017,2017-04
LA,May,5.3,Louisiana,2017,2017-05
LA,Jun,5.1,Louisiana,2017,2017-06
LA,Jul,5,Louisiana,2017,2017-07
LA,Aug,4.9,Louisiana,2017,2017-08
LA,Sep,4.8,Louisiana,2017,2017-09
LA,Oct,4.7,Louisiana,2017,2017-10
LA,Nov,4.6,Louisiana,2017,2017-11
LA,Dec,4.6,Louisiana,2017,2017-12
LA,Jan,4.7,Louisiana,2018,2018-01
LA,Feb,4.8,Louisiana,2018,2018-02
LA,Mar,4.9,Louisiana,2018,2018-03
LA,Apr,5,Louisiana,2018,2018-04
LA,May,5,Louisiana,2018,2018-05
LA,Jun,5,Louisiana,2018,2018-06
LA,Jul,5,Louisiana,2018,2018-07
LA,Aug,4.9,Louisiana,2018,2018-08
LA,Sep,4.9,Louisiana,2018,2018-09
LA,Oct,4.8,Louisiana,2018,2018-10
LA,Nov,4.8,Louisiana,2018,2018-11
LA,Dec,4.7,Louisiana,2018,2018-12
LA,Jan,4.7,Louisiana,2019,2019-01
LA,Feb,4.6,Louisiana,2019,2019-02
LA,Mar,4.5,Louisiana,2019,2019-03
LA,Apr,4.5,Louisiana,2019,2019-04
LA,May,4.5,Louisiana,2019,2019-05
LA,Jun,4.6,Louisiana,2019,2019-06
LA,Jul,4.7,Louisiana,2019,2019-07
LA,Aug,4.9,Louisiana,2019,2019-08
LA,Sep,5.1,Louisiana,2019,2019-09
LA,Oct,5.2,Louisiana,2019,2019-10
LA,Nov,5.2,Louisiana,2019,2019-11
LA,Dec,5.2,Louisiana,2019,2019-12
LA,Jan,5.3,Louisiana,2020,2020-01
LA,Feb,5.2,Louisiana,2020,2020-02
LA,Mar,6.9,Louisiana,2020,2020-03
ME,Jan,5,Maine,2015,2015-01
ME,Feb,4.8,Maine,2015,2015-02
ME,Mar,4.7,Maine,2015,2015-03
ME,Apr,4.6,Maine,2015,2015-04
ME,May,4.5,Maine,2015,2015-05
ME,Jun,4.4,Maine,2015,2015-06
ME,Jul,4.3,Maine,2015,2015-07
ME,Aug,4.2,Maine,2015,2015-08
ME,Sep,4.1,Maine,2015,2015-09
ME,Oct,4,Maine,2015,2015-10
ME,Nov,4,Maine,2015,2015-11
ME,Dec,4,Maine,2015,2015-12
ME,Jan,3.9,Maine,2016,2016-01
ME,Feb,3.9,Maine,2016,2016-02
ME,Mar,3.9,Maine,2016,2016-03
ME,Apr,3.8,Maine,2016,2016-04
ME,May,3.8,Maine,2016,2016-05
ME,Jun,3.8,Maine,2016,2016-06
ME,Jul,3.8,Maine,2016,2016-07
ME,Aug,3.7,Maine,2016,2016-08
ME,Sep,3.7,Maine,2016,2016-09
ME,Oct,3.7,Maine,2016,2016-10
ME,Nov,3.6,Maine,2016,2016-11
ME,Dec,3.6,Maine,2016,2016-12
ME,Jan,3.6,Maine,2017,2017-01
ME,Feb,3.5,Maine,2017,2017-02
ME,Mar,3.5,Maine,2017,2017-03
ME,Apr,3.5,Maine,2017,2017-04
ME,May,3.5,Maine,2017,2017-05
ME,Jun,3.4,Maine,2017,2017-06
ME,Jul,3.4,Maine,2017,2017-07
ME,Aug,3.3,Maine,2017,2017-08
ME,Sep,3.3,Maine,2017,2017-09
ME,Oct,3.2,Maine,2017,2017-10
ME,Nov,3.2,Maine,2017,2017-11
ME,Dec,3.1,Maine,2017,2017-12
ME,Jan,3.1,Maine,2018,2018-01
ME,Feb,3.1,Maine,2018,2018-02
ME,Mar,3.2,Maine,2018,2018-03
ME,Apr,3.2,Maine,2018,2018-04
ME,May,3.2,Maine,2018,2018-05
ME,Jun,3.3,Maine,2018,2018-06
ME,Jul,3.3,Maine,2018,2018-07
ME,Aug,3.3,Maine,2018,2018-08
ME,Sep,3.3,Maine,2018,2018-09
ME,Oct,3.3,Maine,2018,2018-10
ME,Nov,3.3,Maine,2018,2018-11
ME,Dec,3.3,Maine,2018,2018-12
ME,Jan,3.2,Maine,2019,2019-01
ME,Feb,3.2,Maine,2019,2019-02
ME,Mar,3.1,Maine,2019,2019-03
ME,Apr,3.1,Maine,2019,2019-04
ME,May,3,Maine,2019,2019-05
ME,Jun,2.9,Maine,2019,2019-06
ME,Jul,2.9,Maine,2019,2019-07
ME,Aug,2.9,Maine,2019,2019-08
ME,Sep,2.9,Maine,2019,2019-09
ME,Oct,3,Maine,2019,2019-10
ME,Nov,3,Maine,2019,2019-11
ME,Dec,3,Maine,2019,2019-12
ME,Jan,3.1,Maine,2020,2020-01
ME,Feb,3.2,Maine,2020,2020-02
ME,Mar,3.2,Maine,2020,2020-03
MD,Jan,5.4,Maryland,2015,2015-01
MD,Feb,5.4,Maryland,2015,2015-02
MD,Mar,5.3,Maryland,2015,2015-03
MD,Apr,5.3,Maryland,2015,2015-04
MD,May,5.2,Maryland,2015,2015-05
MD,Jun,5.1,Maryland,2015,2015-06
MD,Jul,5,Maryland,2015,2015-07
MD,Aug,5,Maryland,2015,2015-08
MD,Sep,4.9,Maryland,2015,2015-09
MD,Oct,4.8,Maryland,2015,2015-10
MD,Nov,4.7,Maryland,2015,2015-11
MD,Dec,4.7,Maryland,2015,2015-12
MD,Jan,4.6,Maryland,2016,2016-01
MD,Feb,4.5,Maryland,2016,2016-02
MD,Mar,4.5,Maryland,2016,2016-03
MD,Apr,4.5,Maryland,2016,2016-04
MD,May,4.4,Maryland,2016,2016-05
MD,Jun,4.4,Maryland,2016,2016-06
MD,Jul,4.4,Maryland,2016,2016-07
MD,Aug,4.4,Maryland,2016,2016-08
MD,Sep,4.4,Maryland,2016,2016-09
MD,Oct,4.4,Maryland,2016,2016-10
MD,Nov,4.4,Maryland,2016,2016-11
MD,Dec,4.4,Maryland,2016,2016-12
MD,Jan,4.3,Maryland,2017,2017-01
MD,Feb,4.3,Maryland,2017,2017-02
MD,Mar,4.3,Maryland,2017,2017-03
MD,Apr,4.3,Maryland,2017,2017-04
MD,May,4.2,Maryland,2017,2017-05
MD,Jun,4.2,Maryland,2017,2017-06
MD,Jul,4.2,Maryland,2017,2017-07
MD,Aug,4.2,Maryland,2017,2017-08
MD,Sep,4.2,Maryland,2017,2017-09
MD,Oct,4.2,Maryland,2017,2017-10
MD,Nov,4.2,Maryland,2017,2017-11
MD,Dec,4.2,Maryland,2017,2017-12
MD,Jan,4.2,Maryland,2018,2018-01
MD,Feb,4.1,Maryland,2018,2018-02
MD,Mar,4.1,Maryland,2018,2018-03
MD,Apr,4.1,Maryland,2018,2018-04
MD,May,4,Maryland,2018,2018-05
MD,Jun,4,Maryland,2018,2018-06
MD,Jul,3.9,Maryland,2018,2018-07
MD,Aug,3.9,Maryland,2018,2018-08
MD,Sep,3.8,Maryland,2018,2018-09
MD,Oct,3.8,Maryland,2018,2018-10
MD,Nov,3.8,Maryland,2018,2018-11
MD,Dec,3.8,Maryland,2018,2018-12
MD,Jan,3.8,Maryland,2019,2019-01
MD,Feb,3.7,Maryland,2019,2019-02
MD,Mar,3.7,Maryland,2019,2019-03
MD,Apr,3.7,Maryland,2019,2019-04
MD,May,3.7,Maryland,2019,2019-05
MD,Jun,3.6,Maryland,2019,2019-06
MD,Jul,3.6,Maryland,2019,2019-07
MD,Aug,3.6,Maryland,2019,2019-08
MD,Sep,3.5,Maryland,2019,2019-09
MD,Oct,3.4,Maryland,2019,2019-10
MD,Nov,3.4,Maryland,2019,2019-11
MD,Dec,3.4,Maryland,2019,2019-12
MD,Jan,3.3,Maryland,2020,2020-01
MD,Feb,3.3,Maryland,2020,2020-02
MD,Mar,3.3,Maryland,2020,2020-03
MA,Jan,5.1,Massachusetts,2015,2015-01
MA,Feb,5.1,Massachusetts,2015,2015-02
MA,Mar,5,Massachusetts,2015,2015-03
MA,Apr,4.9,Massachusetts,2015,2015-04
MA,May,4.9,Massachusetts,2015,2015-05
MA,Jun,4.8,Massachusetts,2015,2015-06
MA,Jul,4.8,Massachusetts,2015,2015-07
MA,Aug,4.7,Massachusetts,2015,2015-08
MA,Sep,4.7,Massachusetts,2015,2015-09
MA,Oct,4.6,Massachusetts,2015,2015-10
MA,Nov,4.5,Massachusetts,2015,2015-11
MA,Dec,4.4,Massachusetts,2015,2015-12
MA,Jan,4.3,Massachusetts,2016,2016-01
MA,Feb,4.2,Massachusetts,2016,2016-02
MA,Mar,4.1,Massachusetts,2016,2016-03
MA,Apr,4,Massachusetts,2016,2016-04
MA,May,3.9,Massachusetts,2016,2016-05
MA,Jun,3.8,Massachusetts,2016,2016-06
MA,Jul,3.7,Massachusetts,2016,2016-07
MA,Aug,3.7,Massachusetts,2016,2016-08
MA,Sep,3.7,Massachusetts,2016,2016-09
MA,Oct,3.7,Massachusetts,2016,2016-10
MA,Nov,3.7,Massachusetts,2016,2016-11
MA,Dec,3.8,Massachusetts,2016,2016-12
MA,Jan,3.8,Massachusetts,2017,2017-01
MA,Feb,3.8,Massachusetts,2017,2017-02
MA,Mar,3.8,Massachusetts,2017,2017-03
MA,Apr,3.8,Massachusetts,2017,2017-04
MA,May,3.8,Massachusetts,2017,2017-05
MA,Jun,3.8,Massachusetts,2017,2017-06
MA,Jul,3.8,Massachusetts,2017,2017-07
MA,Aug,3.7,Massachusetts,2017,2017-08
MA,Sep,3.7,Massachusetts,2017,2017-09
MA,Oct,3.7,Massachusetts,2017,2017-10
MA,Nov,3.6,Massachusetts,2017,2017-11
MA,Dec,3.6,Massachusetts,2017,2017-12
MA,Jan,3.6,Massachusetts,2018,2018-01
MA,Feb,3.5,Massachusetts,2018,2018-02
MA,Mar,3.5,Massachusetts,2018,2018-03
MA,Apr,3.5,Massachusetts,2018,2018-04
MA,May,3.4,Massachusetts,2018,2018-05
MA,Jun,3.4,Massachusetts,2018,2018-06
MA,Jul,3.3,Massachusetts,2018,2018-07
MA,Aug,3.3,Massachusetts,2018,2018-08
MA,Sep,3.3,Massachusetts,2018,2018-09
MA,Oct,3.2,Massachusetts,2018,2018-10
MA,Nov,3.2,Massachusetts,2018,2018-11
MA,Dec,3.1,Massachusetts,2018,2018-12
MA,Jan,3.1,Massachusetts,2019,2019-01
MA,Feb,3.1,Massachusetts,2019,2019-02
MA,Mar,3,Massachusetts,2019,2019-03
MA,Apr,3,Massachusetts,2019,2019-04
MA,May,2.9,Massachusetts,2019,2019-05
MA,Jun,2.9,Massachusetts,2019,2019-06
MA,Jul,2.9,Massachusetts,2019,2019-07
MA,Aug,2.8,Massachusetts,2019,2019-08
MA,Sep,2.8,Massachusetts,2019,2019-09
MA,Oct,2.8,Massachusetts,2019,2019-10
MA,Nov,2.8,Massachusetts,2019,2019-11
MA,Dec,2.8,Massachusetts,2019,2019-12
MA,Jan,2.8,Massachusetts,2020,2020-01
MA,Feb,2.8,Massachusetts,2020,2020-02
MA,Mar,2.9,Massachusetts,2020,2020-03
MI,Jan,6,Michigan,2015,2015-01
MI,Feb,5.9,Michigan,2015,2015-02
MI,Mar,5.8,Michigan,2015,2015-03
MI,Apr,5.7,Michigan,2015,2015-04
MI,May,5.6,Michigan,2015,2015-05
MI,Jun,5.5,Michigan,2015,2015-06
MI,Jul,5.3,Michigan,2015,2015-07
MI,Aug,5.2,Michigan,2015,2015-08
MI,Sep,5.1,Michigan,2015,2015-09
MI,Oct,5,Michigan,2015,2015-10
MI,Nov,4.9,Michigan,2015,2015-11
MI,Dec,4.9,Michigan,2015,2015-12
MI,Jan,4.9,Michigan,2016,2016-01
MI,Feb,4.9,Michigan,2016,2016-02
MI,Mar,4.9,Michigan,2016,2016-03
MI,Apr,4.9,Michigan,2016,2016-04
MI,May,5,Michigan,2016,2016-05
MI,Jun,5,Michigan,2016,2016-06
MI,Jul,5,Michigan,2016,2016-07
MI,Aug,5,Michigan,2016,2016-08
MI,Sep,5.1,Michigan,2016,2016-09
MI,Oct,5.1,Michigan,2016,2016-10
MI,Nov,5.1,Michigan,2016,2016-11
MI,Dec,5,Michigan,2016,2016-12
MI,Jan,4.9,Michigan,2017,2017-01
MI,Feb,4.7,Michigan,2017,2017-02
MI,Mar,4.6,Michigan,2017,2017-03
MI,Apr,4.5,Michigan,2017,2017-04
MI,May,4.4,Michigan,2017,2017-05
MI,Jun,4.5,Michigan,2017,2017-06
MI,Jul,4.5,Michigan,2017,2017-07
MI,Aug,4.6,Michigan,2017,2017-08
MI,Sep,4.7,Michigan,2017,2017-09
MI,Oct,4.7,Michigan,2017,2017-10
MI,Nov,4.6,Michigan,2017,2017-11
MI,Dec,4.6,Michigan,2017,2017-12
MI,Jan,4.5,Michigan,2018,2018-01
MI,Feb,4.4,Michigan,2018,2018-02
MI,Mar,4.4,Michigan,2018,2018-03
MI,Apr,4.3,Michigan,2018,2018-04
MI,May,4.2,Michigan,2018,2018-05
MI,Jun,4.1,Michigan,2018,2018-06
MI,Jul,4,Michigan,2018,2018-07
MI,Aug,3.9,Michigan,2018,2018-08
MI,Sep,3.9,Michigan,2018,2018-09
MI,Oct,4,Michigan,2018,2018-10
MI,Nov,4,Michigan,2018,2018-11
MI,Dec,4.1,Michigan,2018,2018-12
MI,Jan,4.2,Michigan,2019,2019-01
MI,Feb,4.2,Michigan,2019,2019-02
MI,Mar,4.3,Michigan,2019,2019-03
MI,Apr,4.3,Michigan,2019,2019-04
MI,May,4.2,Michigan,2019,2019-05
MI,Jun,4.2,Michigan,2019,2019-06
MI,Jul,4.1,Michigan,2019,2019-07
MI,Aug,4,Michigan,2019,2019-08
MI,Sep,3.9,Michigan,2019,2019-09
MI,Oct,3.9,Michigan,2019,2019-10
MI,Nov,3.9,Michigan,2019,2019-11
MI,Dec,3.9,Michigan,2019,2019-12
MI,Jan,3.8,Michigan,2020,2020-01
MI,Feb,3.6,Michigan,2020,2020-02
MI,Mar,4.1,Michigan,2020,2020-03
MN,Jan,3.8,Minnesota,2015,2015-01
MN,Feb,3.7,Minnesota,2015,2015-02
MN,Mar,3.7,Minnesota,2015,2015-03
MN,Apr,3.7,Minnesota,2015,2015-04
MN,May,3.7,Minnesota,2015,2015-05
MN,Jun,3.7,Minnesota,2015,2015-06
MN,Jul,3.7,Minnesota,2015,2015-07
MN,Aug,3.7,Minnesota,2015,2015-08
MN,Sep,3.6,Minnesota,2015,2015-09
MN,Oct,3.6,Minnesota,2015,2015-10
MN,Nov,3.6,Minnesota,2015,2015-11
MN,Dec,3.7,Minnesota,2015,2015-12
MN,Jan,3.7,Minnesota,2016,2016-01
MN,Feb,3.7,Minnesota,2016,2016-02
MN,Mar,3.7,Minnesota,2016,2016-03
MN,Apr,3.8,Minnesota,2016,2016-04
MN,May,3.8,Minnesota,2016,2016-05
MN,Jun,3.9,Minnesota,2016,2016-06
MN,Jul,3.9,Minnesota,2016,2016-07
MN,Aug,4,Minnesota,2016,2016-08
MN,Sep,4,Minnesota,2016,2016-09
MN,Oct,4,Minnesota,2016,2016-10
MN,Nov,4,Minnesota,2016,2016-11
MN,Dec,3.9,Minnesota,2016,2016-12
MN,Jan,3.8,Minnesota,2017,2017-01
MN,Feb,3.7,Minnesota,2017,2017-02
MN,Mar,3.6,Minnesota,2017,2017-03
MN,Apr,3.5,Minnesota,2017,2017-04
MN,May,3.5,Minnesota,2017,2017-05
MN,Jun,3.4,Minnesota,2017,2017-06
MN,Jul,3.4,Minnesota,2017,2017-07
MN,Aug,3.3,Minnesota,2017,2017-08
MN,Sep,3.3,Minnesota,2017,2017-09
MN,Oct,3.2,Minnesota,2017,2017-10
MN,Nov,3.1,Minnesota,2017,2017-11
MN,Dec,3.1,Minnesota,2017,2017-12
MN,Jan,3,Minnesota,2018,2018-01
MN,Feb,3,Minnesota,2018,2018-02
MN,Mar,3,Minnesota,2018,2018-03
MN,Apr,3,Minnesota,2018,2018-04
MN,May,2.9,Minnesota,2018,2018-05
MN,Jun,2.9,Minnesota,2018,2018-06
MN,Jul,2.8,Minnesota,2018,2018-07
MN,Aug,2.8,Minnesota,2018,2018-08
MN,Sep,2.9,Minnesota,2018,2018-09
MN,Oct,2.9,Minnesota,2018,2018-10
MN,Nov,3,Minnesota,2018,2018-11
MN,Dec,3.1,Minnesota,2018,2018-12
MN,Jan,3.2,Minnesota,2019,2019-01
MN,Feb,3.2,Minnesota,2019,2019-02
MN,Mar,3.2,Minnesota,2019,2019-03
MN,Apr,3.2,Minnesota,2019,2019-04
MN,May,3.2,Minnesota,2019,2019-05
MN,Jun,3.2,Minnesota,2019,2019-06
MN,Jul,3.2,Minnesota,2019,2019-07
MN,Aug,3.2,Minnesota,2019,2019-08
MN,Sep,3.2,Minnesota,2019,2019-09
MN,Oct,3.3,Minnesota,2019,2019-10
MN,Nov,3.3,Minnesota,2019,2019-11
MN,Dec,3.3,Minnesota,2019,2019-12
MN,Jan,3.2,Minnesota,2020,2020-01
MN,Feb,3.1,Minnesota,2020,2020-02
MN,Mar,3.1,Minnesota,2020,2020-03
MS,Jan,6.7,Mississippi,2015,2015-01
MS,Feb,6.6,Mississippi,2015,2015-02
MS,Mar,6.6,Mississippi,2015,2015-03
MS,Apr,6.5,Mississippi,2015,2015-04
MS,May,6.4,Mississippi,2015,2015-05
MS,Jun,6.3,Mississippi,2015,2015-06
MS,Jul,6.3,Mississippi,2015,2015-07
MS,Aug,6.2,Mississippi,2015,2015-08
MS,Sep,6.2,Mississippi,2015,2015-09
MS,Oct,6.2,Mississippi,2015,2015-10
MS,Nov,6.2,Mississippi,2015,2015-11
MS,Dec,6.2,Mississippi,2015,2015-12
MS,Jan,6.1,Mississippi,2016,2016-01
MS,Feb,6,Mississippi,2016,2016-02
MS,Mar,6,Mississippi,2016,2016-03
MS,Apr,5.9,Mississippi,2016,2016-04
MS,May,5.9,Mississippi,2016,2016-05
MS,Jun,5.9,Mississippi,2016,2016-06
MS,Jul,5.8,Mississippi,2016,2016-07
MS,Aug,5.8,Mississippi,2016,2016-08
MS,Sep,5.7,Mississippi,2016,2016-09
MS,Oct,5.6,Mississippi,2016,2016-10
MS,Nov,5.5,Mississippi,2016,2016-11
MS,Dec,5.5,Mississippi,2016,2016-12
MS,Jan,5.4,Mississippi,2017,2017-01
MS,Feb,5.3,Mississippi,2017,2017-02
MS,Mar,5.2,Mississippi,2017,2017-03
MS,Apr,5.2,Mississippi,2017,2017-04
MS,May,5.2,Mississippi,2017,2017-05
MS,Jun,5.1,Mississippi,2017,2017-06
MS,Jul,5.1,Mississippi,2017,2017-07
MS,Aug,5,Mississippi,2017,2017-08
MS,Sep,5,Mississippi,2017,2017-09
MS,Oct,4.9,Mississippi,2017,2017-10
MS,Nov,4.9,Mississippi,2017,2017-11
MS,Dec,4.9,Mississippi,2017,2017-12
MS,Jan,4.9,Mississippi,2018,2018-01
MS,Feb,4.9,Mississippi,2018,2018-02
MS,Mar,4.9,Mississippi,2018,2018-03
MS,Apr,4.8,Mississippi,2018,2018-04
MS,May,4.8,Mississippi,2018,2018-05
MS,Jun,4.8,Mississippi,2018,2018-06
MS,Jul,4.7,Mississippi,2018,2018-07
MS,Aug,4.7,Mississippi,2018,2018-08
MS,Sep,4.8,Mississippi,2018,2018-09
MS,Oct,4.9,Mississippi,2018,2018-10
MS,Nov,5,Mississippi,2018,2018-11
MS,Dec,5.1,Mississippi,2018,2018-12
MS,Jan,5.1,Mississippi,2019,2019-01
MS,Feb,5.2,Mississippi,2019,2019-02
MS,Mar,5.3,Mississippi,2019,2019-03
MS,Apr,5.3,Mississippi,2019,2019-04
MS,May,5.4,Mississippi,2019,2019-05
MS,Jun,5.4,Mississippi,2019,2019-06
MS,Jul,5.5,Mississippi,2019,2019-07
MS,Aug,5.5,Mississippi,2019,2019-08
MS,Sep,5.6,Mississippi,2019,2019-09
MS,Oct,5.6,Mississippi,2019,2019-10
MS,Nov,5.6,Mississippi,2019,2019-11
MS,Dec,5.6,Mississippi,2019,2019-12
MS,Jan,5.5,Mississippi,2020,2020-01
MS,Feb,5.4,Mississippi,2020,2020-02
MS,Mar,5.3,Mississippi,2020,2020-03
MO,Jan,5.5,Missouri,2015,2015-01
MO,Feb,5.5,Missouri,2015,2015-02
MO,Mar,5.5,Missouri,2015,2015-03
MO,Apr,5.4,Missouri,2015,2015-04
MO,May,5.3,Missouri,2015,2015-05
MO,Jun,5.1,Missouri,2015,2015-06
MO,Jul,4.9,Missouri,2015,2015-07
MO,Aug,4.8,Missouri,2015,2015-08
MO,Sep,4.6,Missouri,2015,2015-09
MO,Oct,4.5,Missouri,2015,2015-10
MO,Nov,4.5,Missouri,2015,2015-11
MO,Dec,4.4,Missouri,2015,2015-12
MO,Jan,4.4,Missouri,2016,2016-01
MO,Feb,4.4,Missouri,2016,2016-02
MO,Mar,4.4,Missouri,2016,2016-03
MO,Apr,4.5,Missouri,2016,2016-04
MO,May,4.6,Missouri,2016,2016-05
MO,Jun,4.7,Missouri,2016,2016-06
MO,Jul,4.8,Missouri,2016,2016-07
MO,Aug,4.8,Missouri,2016,2016-08
MO,Sep,4.8,Missouri,2016,2016-09
MO,Oct,4.7,Missouri,2016,2016-10
MO,Nov,4.5,Missouri,2016,2016-11
MO,Dec,4.3,Missouri,2016,2016-12
MO,Jan,4.1,Missouri,2017,2017-01
MO,Feb,4,Missouri,2017,2017-02
MO,Mar,3.9,Missouri,2017,2017-03
MO,Apr,3.8,Missouri,2017,2017-04
MO,May,3.8,Missouri,2017,2017-05
MO,Jun,3.7,Missouri,2017,2017-06
MO,Jul,3.7,Missouri,2017,2017-07
MO,Aug,3.6,Missouri,2017,2017-08
MO,Sep,3.6,Missouri,2017,2017-09
MO,Oct,3.6,Missouri,2017,2017-10
MO,Nov,3.5,Missouri,2017,2017-11
MO,Dec,3.5,Missouri,2017,2017-12
MO,Jan,3.4,Missouri,2018,2018-01
MO,Feb,3.4,Missouri,2018,2018-02
MO,Mar,3.3,Missouri,2018,2018-03
MO,Apr,3.3,Missouri,2018,2018-04
MO,May,3.2,Missouri,2018,2018-05
MO,Jun,3.1,Missouri,2018,2018-06
MO,Jul,3,Missouri,2018,2018-07
MO,Aug,3,Missouri,2018,2018-08
MO,Sep,3,Missouri,2018,2018-09
MO,Oct,3,Missouri,2018,2018-10
MO,Nov,3.1,Missouri,2018,2018-11
MO,Dec,3.2,Missouri,2018,2018-12
MO,Jan,3.2,Missouri,2019,2019-01
MO,Feb,3.2,Missouri,2019,2019-02
MO,Mar,3.2,Missouri,2019,2019-03
MO,Apr,3.2,Missouri,2019,2019-04
